,School No.,School Name,County,Voucher enrollment 2016,Special ed enrollment 2016,Special ed ratio 2016,Total enrollment 2016,2016 Grade,District No.,District Name
963,C105,Notre Dame Elementary School,LaPorte,71,10.0,4.65,215.0,A,4945,LaPorte Community School Corporation
964,C105,Notre Dame Elementary School,LaPorte,71,10.0,4.65,215.0,A,4925,Michigan City Area Schools
965,C105,Notre Dame Elementary School,LaPorte,71,10.0,4.65,215.0,A,4805,New Prairie United School Corporation
966,D135,Oldenburg Academy,Franklin,63,6.0,2.86,210.0,A,6895,Batesville Community School Corporation
967,D135,Oldenburg Academy,Franklin,63,6.0,2.86,210.0,A,1655,Decatur County Community Schools
968,D135,Oldenburg Academy,Franklin,63,6.0,2.86,210.0,A,2475,Franklin County Community School Corporation
969,D135,Oldenburg Academy,Franklin,63,6.0,2.86,210.0,A,1730,Greensburg Community Schools
970,D135,Oldenburg Academy,Franklin,63,6.0,2.86,210.0,A,1620,Lawrenceburg Community School Corporation
971,D135,Oldenburg Academy,Franklin,63,6.0,2.86,210.0,A,6910,Milan Community Schools
972,D135,Oldenburg Academy,Franklin,63,6.0,2.86,210.0,A,6080,Rising Sun-Ohio County Community School Corporation
973,D135,Oldenburg Academy,Franklin,63,6.0,2.86,210.0,A,1600,South Dearborn Community School Corporation
974,D135,Oldenburg Academy,Franklin,63,6.0,2.86,210.0,A,6865,South Ripley Community School Corporation
975,D135,Oldenburg Academy,Franklin,63,6.0,2.86,210.0,A,1560,Sunman-Dearborn Community School Corporation
976,B246,Our Lady of Grace School,Hamilton,56,23.0,8.04,286.0,A,3025,Hamilton Heights School Corporation
977,B246,Our Lady of Grace School,Hamilton,56,23.0,8.04,286.0,A,3005,Hamilton Southeastern Schools
978,B246,Our Lady of Grace School,Hamilton,56,23.0,8.04,286.0,A,3070,Noblesville Schools
979,C025,Our Lady Of Grace School,Lake,90,12.0,8.11,148.0,B,4690,Gary Community School Corporation
980,C025,Our Lady Of Grace School,Lake,90,12.0,8.11,148.0,B,4615,Lake Central School Corporation
981,C025,Our Lady Of Grace School,Lake,90,12.0,8.11,148.0,B,4650,Lake Ridge Schools
982,C025,Our Lady Of Grace School,Lake,90,12.0,8.11,148.0,B,4600,Merrillville Community School
983,C025,Our Lady Of Grace School,Lake,90,12.0,8.11,148.0,B,4670,School City of East Chicago
984,C025,Our Lady Of Grace School,Lake,90,12.0,8.11,148.0,B,4710,School City of Hammond
985,C025,Our Lady Of Grace School,Lake,90,12.0,8.11,148.0,B,4720,School Town of Highland
986,D250,Our Lady Of Hungary School,St Joseph,179,10.0,5.43,184.0,A,7205,South Bend Community School Corporation
987,C605,Our Lady Of Lourdes School,Marion,99,27.0,10.76,251.0,C,5310,Franklin Township Community School Corporation
988,C605,Our Lady Of Lourdes School,Marion,99,27.0,10.76,251.0,C,5385,Indianapolis Public Schools
989,C605,Our Lady Of Lourdes School,Marion,99,27.0,10.76,251.0,C,5330,M S D Lawrence Township
990,C605,Our Lady Of Lourdes School,Marion,99,27.0,10.76,251.0,C,5340,M S D Perry Township
991,C605,Our Lady Of Lourdes School,Marion,99,27.0,10.76,251.0,C,5360,M S D Warren Township
992,C605,Our Lady Of Lourdes School,Marion,99,27.0,10.76,251.0,C,5375,M S D Wayne Township
993,C605,Our Lady Of Lourdes School,Marion,99,27.0,10.76,251.0,C,3135,Mount Vernon Community School Corporation
994,C605,Our Lady Of Lourdes School,Marion,99,27.0,10.76,251.0,C,3115,Southern Hancock County Community School Corporation
995,B060,Our Lady Of Perpetual School,Floyd,71,29.0,8.01,362.0,A,1000,Clarksville Community School Corporation
996,B060,Our Lady Of Perpetual School,Floyd,71,29.0,8.01,362.0,A,1010,Greater Clark County Schools
997,B060,Our Lady Of Perpetual School,Floyd,71,29.0,8.01,362.0,A,2400,New Albany-Floyd County Consolidated School Corporation
998,B060,Our Lady Of Perpetual School,Floyd,71,29.0,8.01,362.0,A,3180,North Harrison Community School Corporation
999,B060,Our Lady Of Perpetual School,Floyd,71,29.0,8.01,362.0,A,940,West Clark Community Schools
1000,A575,Our Lady Of Providence High School,Clark,107,34.0,6.95,489.0,A,1000,Clarksville Community School Corporation
1001,A575,Our Lady Of Providence High School,Clark,107,34.0,6.95,489.0,A,8215,East Washington School Corporation
1002,A575,Our Lady Of Providence High School,Clark,107,34.0,6.95,489.0,A,1010,Greater Clark County Schools
1003,A575,Our Lady Of Providence High School,Clark,107,34.0,6.95,489.0,A,3160,Lanesville Community School Corporation
1004,A575,Our Lady Of Providence High School,Clark,107,34.0,6.95,489.0,A,2400,New Albany-Floyd County Consolidated School Corporation
1005,A575,Our Lady Of Providence High School,Clark,107,34.0,6.95,489.0,A,7255,Scott County School District II
1006,A575,Our Lady Of Providence High School,Clark,107,34.0,6.95,489.0,A,3190,South Harrison Community Schools
1007,A575,Our Lady Of Providence High School,Clark,107,34.0,6.95,489.0,A,940,West Clark Community Schools
1008,A575,Our Lady Of Providence High School,Clark,107,34.0,6.95,489.0,A,8220,West Washington School Corporation
1009,B535,Our Lady Of The Greenwood School,Johnson,140,28.0,9.4,298.0,B,4205,Center Grove Community School Corporation
1010,B535,Our Lady Of The Greenwood School,Johnson,140,28.0,9.4,298.0,B,4145,Clark-Pleasant Community School Corporation
1011,B535,Our Lady Of The Greenwood School,Johnson,140,28.0,9.4,298.0,B,4225,Franklin Community School Corporation
1012,B535,Our Lady Of The Greenwood School,Johnson,140,28.0,9.4,298.0,B,5310,Franklin Township Community School Corporation
1013,B535,Our Lady Of The Greenwood School,Johnson,140,28.0,9.4,298.0,B,4245,Greenwood Community School Corporation
1014,B535,Our Lady Of The Greenwood School,Johnson,140,28.0,9.4,298.0,B,5385,Indianapolis Public Schools
1015,B535,Our Lady Of The Greenwood School,Johnson,140,28.0,9.4,298.0,B,5300,M S D Decatur Township
1016,B535,Our Lady Of The Greenwood School,Johnson,140,28.0,9.4,298.0,B,5340,M S D Perry Township
1017,B535,Our Lady Of The Greenwood School,Johnson,140,28.0,9.4,298.0,B,3070,Noblesville Schools
1018,A106,Our Lady School,Allen,102,9.0,5.14,175.0,,255,East Allen County Schools
1019,A106,Our Lady School,Allen,102,9.0,5.14,175.0,,235,Fort Wayne Community Schools
1020,A106,Our Lady School,Allen,102,9.0,5.14,175.0,,125,M S D Southwest Allen County
1021,A106,Our Lady School,Allen,102,9.0,5.14,175.0,,8435,Northern Wells Community Schools
1022,A106,Our Lady School,Allen,102,9.0,5.14,175.0,,225,Northwest Allen County Schools
1023,C512,Our Shepherd Lutheran School,Hendricks,52,11.0,7.33,150.0,C,3315,Avon Community School Corporation
1024,C512,Our Shepherd Lutheran School,Hendricks,52,11.0,7.33,150.0,C,3305,Brownsburg Community School Corporation
1025,C512,Our Shepherd Lutheran School,Hendricks,52,11.0,7.33,150.0,C,3325,Danville Community School Corporation
1026,C512,Our Shepherd Lutheran School,Hendricks,52,11.0,7.33,150.0,C,5385,Indianapolis Public Schools
1027,C512,Our Shepherd Lutheran School,Hendricks,52,11.0,7.33,150.0,C,5340,M S D Perry Township
1028,C512,Our Shepherd Lutheran School,Hendricks,52,11.0,7.33,150.0,C,5375,M S D Wayne Township
1029,C512,Our Shepherd Lutheran School,Hendricks,52,11.0,7.33,150.0,C,3335,Mill Creek Community School Corporation
1030,C512,Our Shepherd Lutheran School,Hendricks,52,11.0,7.33,150.0,C,3330,Plainfield Community School Corporation
1031,C899,Pinnacle School,Monroe,9,0.0,0.0,15.0,F,5925,M S D Martinsville Schools
1032,C899,Pinnacle School,Monroe,9,0.0,0.0,15.0,F,5740,Monroe County Community School Corporation
1033,C899,Pinnacle School,Monroe,9,0.0,0.0,15.0,F,5075,North Lawrence Community Schools
1034,C899,Pinnacle School,Monroe,9,0.0,0.0,15.0,F,5705,Richland-Bean Blossom Community School Corporation
1035,B510,Pope John XXIII School,Jefferson,153,11.0,3.54,311.0,C,6900,Jac-Cen-Del Community School Corporation
1036,B510,Pope John XXIII School,Jefferson,153,11.0,3.54,311.0,C,3995,Madison Consolidated Schools
1037,B510,Pope John XXIII School,Jefferson,153,11.0,3.54,311.0,C,7255,Scott County School District II
1038,B510,Pope John XXIII School,Jefferson,153,11.0,3.54,311.0,C,4000,Southwestern-Jefferson County Consolidated Schools
1039,B510,Pope John XXIII School,Jefferson,153,11.0,3.54,311.0,C,8220,West Washington School Corporation
1040,D080,Portage Christian School,Porter,267,22.0,7.26,303.0,D,4660,Crown Point Community School Corporation
1041,D080,Portage Christian School,Porter,267,22.0,7.26,303.0,D,6470,Duneland School Corporation
1042,D080,Portage Christian School,Porter,267,22.0,7.26,303.0,D,4690,Gary Community School Corporation
1043,D080,Portage Christian School,Porter,267,22.0,7.26,303.0,D,4680,Lake Station Community Schools
1044,D080,Portage Christian School,Porter,267,22.0,7.26,303.0,D,4860,M S D of New Durham Township
1045,D080,Portage Christian School,Porter,267,22.0,7.26,303.0,D,4600,Merrillville Community School
1046,D080,Portage Christian School,Porter,267,22.0,7.26,303.0,D,4925,Michigan City Area Schools
1047,D080,Portage Christian School,Porter,267,22.0,7.26,303.0,D,6550,Portage Township Schools
1048,D080,Portage Christian School,Porter,267,22.0,7.26,303.0,D,4590,River Forest Community School Corporation
1049,D080,Portage Christian School,Porter,267,22.0,7.26,303.0,D,4670,School City of East Chicago
1050,D080,Portage Christian School,Porter,267,22.0,7.26,303.0,D,4710,School City of Hammond
1051,D080,Portage Christian School,Porter,267,22.0,7.26,303.0,D,4730,School City of Hobart
1052,D080,Portage Christian School,Porter,267,22.0,7.26,303.0,D,6530,Union Township School Corporation
1053,D080,Portage Christian School,Porter,267,22.0,7.26,303.0,D,6560,Valparaiso Community Schools
1054,C791,Project Libertas,Marion,60,10.0,14.29,70.0,C,3315,Avon Community School Corporation
1055,C791,Project Libertas,Marion,60,10.0,14.29,70.0,C,3005,Hamilton Southeastern Schools
1056,C791,Project Libertas,Marion,60,10.0,14.29,70.0,C,5385,Indianapolis Public Schools
1057,C791,Project Libertas,Marion,60,10.0,14.29,70.0,C,5340,M S D Perry Township
1058,C791,Project Libertas,Marion,60,10.0,14.29,70.0,C,5350,M S D Pike Township
1059,C791,Project Libertas,Marion,60,10.0,14.29,70.0,C,5370,M S D Washington Township
1060,C623,Providence Cristo Rey High School,Marion,246,0.0,0.0,256.0,B,3315,Avon Community School Corporation
1061,C623,Providence Cristo Rey High School,Marion,246,0.0,0.0,256.0,B,5310,Franklin Township Community School Corporation
1062,C623,Providence Cristo Rey High School,Marion,246,0.0,0.0,256.0,B,5385,Indianapolis Public Schools
1063,C623,Providence Cristo Rey High School,Marion,246,0.0,0.0,256.0,B,5300,M S D Decatur Township
1064,C623,Providence Cristo Rey High School,Marion,246,0.0,0.0,256.0,B,5330,M S D Lawrence Township
1065,C623,Providence Cristo Rey High School,Marion,246,0.0,0.0,256.0,B,5340,M S D Perry Township
1066,C623,Providence Cristo Rey High School,Marion,246,0.0,0.0,256.0,B,5350,M S D Pike Township
1067,C623,Providence Cristo Rey High School,Marion,246,0.0,0.0,256.0,B,5360,M S D Warren Township
1068,C623,Providence Cristo Rey High School,Marion,246,0.0,0.0,256.0,B,5370,M S D Washington Township
1069,C623,Providence Cristo Rey High School,Marion,246,0.0,0.0,256.0,B,5375,M S D Wayne Township
1070,C623,Providence Cristo Rey High School,Marion,246,0.0,0.0,256.0,B,1970,Muncie Community Schools
1071,C623,Providence Cristo Rey High School,Marion,246,0.0,0.0,256.0,B,3330,Plainfield Community School Corporation
1072,C623,Providence Cristo Rey High School,Marion,246,0.0,0.0,256.0,B,8385,Richmond Community Schools
1073,C623,Providence Cristo Rey High School,Marion,246,0.0,0.0,256.0,B,5400,School Town of Speedway
1074,C110,Queen Of All Saints School,LaPorte,99,20.0,10.81,185.0,A,4925,Michigan City Area Schools
1075,A135,Queen Of Angels School,Allen,128,11.0,5.7,193.0,C,235,Fort Wayne Community Schools
1076,A135,Queen Of Angels School,Allen,128,11.0,5.7,193.0,C,125,M S D Southwest Allen County
1077,D198,Queen of Peace School,St Joseph,96,14.0,6.7,209.0,A,2305,Elkhart Community Schools
1078,D198,Queen of Peace School,St Joseph,96,14.0,6.7,209.0,A,7175,Penn-Harris-Madison School Corporation
1079,D198,Queen of Peace School,St Joseph,96,14.0,6.7,209.0,A,7200,School City of Mishawaka
1080,D198,Queen of Peace School,St Joseph,96,14.0,6.7,209.0,A,7205,South Bend Community School Corporation
1081,B367,Redeemer Lutheran School,Howard,49,13.0,13.68,95.0,B,3480,Eastern Howard School Corporation
1082,B367,Redeemer Lutheran School,Howard,49,13.0,13.68,95.0,B,3500,Kokomo-Center Township Consolidated School Corporation
1083,B367,Redeemer Lutheran School,Howard,49,13.0,13.68,95.0,B,3470,Northwestern School Corporation
1084,B367,Redeemer Lutheran School,Howard,49,13.0,13.68,95.0,B,3460,Taylor Community School Corporation
1085,B367,Redeemer Lutheran School,Howard,49,13.0,13.68,95.0,B,3490,Western School Corporation
1086,D535,Reitz Memorial High School,Vanderburgh,193,22.0,3.19,690.0,A,7995,Evansville Vanderburgh School Corporation
1087,D535,Reitz Memorial High School,Vanderburgh,193,22.0,3.19,690.0,A,7445,South Spencer County School Corporation
1088,D535,Reitz Memorial High School,Vanderburgh,193,22.0,3.19,690.0,A,8130,Warrick County School Corporation
1089,D317,Resurrection Lutheran Academy,St Joseph,18,2.0,3.57,56.0,,7175,Penn-Harris-Madison School Corporation
1090,D317,Resurrection Lutheran Academy,St Joseph,18,2.0,3.57,56.0,,7205,South Bend Community School Corporation
1091,D610,Resurrection School,Vanderburgh,87,22.0,6.71,328.0,A,2725,East Gibson School Corporation
1092,D610,Resurrection School,Vanderburgh,87,22.0,6.71,328.0,A,7995,Evansville Vanderburgh School Corporation
1093,D610,Resurrection School,Vanderburgh,87,22.0,6.71,328.0,A,6590,M S D Mount Vernon
1094,D610,Resurrection School,Vanderburgh,87,22.0,6.71,328.0,A,6600,M S D North Posey County Schools
1095,D610,Resurrection School,Vanderburgh,87,22.0,6.71,328.0,A,8130,Warrick County School Corporation
1096,D860,Richmond Academy,Wayne,44,1.0,1.59,63.0,F,8360,Centerville-Abington Community Schools
1097,D860,Richmond Academy,Wayne,44,1.0,1.59,63.0,F,8305,Nettle Creek School Corporation
1098,D860,Richmond Academy,Wayne,44,1.0,1.59,63.0,F,8385,Richmond Community Schools
1099,D860,Richmond Academy,Wayne,44,1.0,1.59,63.0,F,7950,Union County/College Corner Joint School District
1100,B560,Rivet Middle & High School,Knox,47,4.0,2.65,151.0,B,4315,North Knox School Corporation
1101,B560,Rivet Middle & High School,Knox,47,4.0,2.65,151.0,B,4325,South Knox School Corporation
1102,B560,Rivet Middle & High School,Knox,47,4.0,2.65,151.0,B,4335,Vincennes Community School Corporation
1103,C320,Roncalli High School,Marion,342,99.0,8.36,1184.0,A,365,Bartholomew Consolidated School Corporation
1104,C320,Roncalli High School,Marion,342,99.0,8.36,1184.0,A,5380,Beech Grove City Schools
1105,C320,Roncalli High School,Marion,342,99.0,8.36,1184.0,A,670,Brown County School Corporation
1106,C320,Roncalli High School,Marion,342,99.0,8.36,1184.0,A,4205,Center Grove Community School Corporation
1107,C320,Roncalli High School,Marion,342,99.0,8.36,1184.0,A,4145,Clark-Pleasant Community School Corporation
1108,C320,Roncalli High School,Marion,342,99.0,8.36,1184.0,A,3145,Eastern Hancock County Community School Corporation
1109,C320,Roncalli High School,Marion,342,99.0,8.36,1184.0,A,4225,Franklin Community School Corporation
1110,C320,Roncalli High School,Marion,342,99.0,8.36,1184.0,A,5310,Franklin Township Community School Corporation
1111,C320,Roncalli High School,Marion,342,99.0,8.36,1184.0,A,4245,Greenwood Community School Corporation
1112,C320,Roncalli High School,Marion,342,99.0,8.36,1184.0,A,5385,Indianapolis Public Schools
1113,C320,Roncalli High School,Marion,342,99.0,8.36,1184.0,A,665,Lebanon Community School Corporation
1114,C320,Roncalli High School,Marion,342,99.0,8.36,1184.0,A,5300,M S D Decatur Township
1115,C320,Roncalli High School,Marion,342,99.0,8.36,1184.0,A,5340,M S D Perry Township
1116,C320,Roncalli High School,Marion,342,99.0,8.36,1184.0,A,5360,M S D Warren Township
1117,C320,Roncalli High School,Marion,342,99.0,8.36,1184.0,A,5375,M S D Wayne Township
1118,C320,Roncalli High School,Marion,342,99.0,8.36,1184.0,A,5930,Mooresville Consolidated School Corporation
1119,C320,Roncalli High School,Marion,342,99.0,8.36,1184.0,A,4255,Nineveh-Hensley-Jackson United Corporation
1120,C320,Roncalli High School,Marion,342,99.0,8.36,1184.0,A,7350,Northwestern Consolidated School Corporation
1121,C320,Roncalli High School,Marion,342,99.0,8.36,1184.0,A,7285,Shelby Eastern Schools
1122,C320,Roncalli High School,Marion,342,99.0,8.36,1184.0,A,7365,Shelbyville Central Schools
1123,C320,Roncalli High School,Marion,342,99.0,8.36,1184.0,A,3115,Southern Hancock County Community School Corporation
1124,C320,Roncalli High School,Marion,342,99.0,8.36,1184.0,A,7360,Southwestern Consolidated School District Shelby County
1125,A470,Sacred Heart School,Benton,45,19.0,22.35,85.0,A,395,Benton Community School Corporation
1126,A570,Sacred Heart School,Clark,99,22.0,12.09,182.0,A,1000,Clarksville Community School Corporation
1127,A570,Sacred Heart School,Clark,99,22.0,12.09,182.0,A,1010,Greater Clark County Schools
1128,A570,Sacred Heart School,Clark,99,22.0,12.09,182.0,A,2400,New Albany-Floyd County Consolidated School Corporation
1129,A570,Sacred Heart School,Clark,99,22.0,12.09,182.0,A,7255,Scott County School District II
1130,A570,Sacred Heart School,Clark,99,22.0,12.09,182.0,A,940,West Clark Community Schools
1131,B605,Sacred Heart School,Kosciusko,46,13.0,8.97,145.0,A,5480,Bremen Public Schools
1132,B605,Sacred Heart School,Kosciusko,46,13.0,8.97,145.0,A,8045,Manchester Community Schools
1133,B605,Sacred Heart School,Kosciusko,46,13.0,8.97,145.0,A,4415,Warsaw Community Schools
1134,B605,Sacred Heart School,Kosciusko,46,13.0,8.97,145.0,A,4345,Wawasee Community School Corporation
1135,D255,Saint Adalbert School,St Joseph,198,9.0,4.0,225.0,B,5400,School Town of Speedway
1136,D255,Saint Adalbert School,St Joseph,198,9.0,4.0,225.0,B,7205,South Bend Community School Corporation
1137,A270,Saint Aloysius Catholic School,Allen,51,13.0,13.4,97.0,A,255,East Allen County Schools
1138,A270,Saint Aloysius Catholic School,Allen,51,13.0,13.4,97.0,A,235,Fort Wayne Community Schools
1139,A270,Saint Aloysius Catholic School,Allen,51,13.0,13.4,97.0,A,8445,M S D Bluffton-Harrison
1140,A270,Saint Aloysius Catholic School,Allen,51,13.0,13.4,97.0,A,8435,Northern Wells Community Schools
1141,B440,Saint Ambrose School,Jackson,67,14.0,9.59,146.0,A,3695,Brownstown Central Community School Corporation
1142,B440,Saint Ambrose School,Jackson,67,14.0,9.59,146.0,A,3710,Crothersville Community Schools
1143,B440,Saint Ambrose School,Jackson,67,14.0,9.59,146.0,A,4015,Jennings County Schools
1144,B440,Saint Ambrose School,Jackson,67,14.0,9.59,146.0,A,3675,Seymour Community Schools
1145,C615,Saint Anthony Catholic School,Marion,200,9.0,3.69,244.0,C,3315,Avon Community School Corporation
1146,C615,Saint Anthony Catholic School,Marion,200,9.0,3.69,244.0,C,5385,Indianapolis Public Schools
1147,C615,Saint Anthony Catholic School,Marion,200,9.0,3.69,244.0,C,5350,M S D Pike Township
1148,C615,Saint Anthony Catholic School,Marion,200,9.0,3.69,244.0,C,5375,M S D Wayne Township
1149,D260,Saint Anthony De Padua School,St Joseph,134,29.0,10.51,276.0,A,7150,John Glenn School Corporation
1150,D260,Saint Anthony De Padua School,St Joseph,134,29.0,10.51,276.0,A,7175,Penn-Harris-Madison School Corporation
1151,D260,Saint Anthony De Padua School,St Joseph,134,29.0,10.51,276.0,A,7200,School City of Mishawaka
1152,D260,Saint Anthony De Padua School,St Joseph,134,29.0,10.51,276.0,A,7205,South Bend Community School Corporation
1153,A560,Saint Anthony School,Clark,179,41.0,12.24,335.0,A,1000,Clarksville Community School Corporation
1154,A560,Saint Anthony School,Clark,179,41.0,12.24,335.0,A,1010,Greater Clark County Schools
1155,A560,Saint Anthony School,Clark,179,41.0,12.24,335.0,A,2400,New Albany-Floyd County Consolidated School Corporation
1156,A560,Saint Anthony School,Clark,179,41.0,12.24,335.0,A,940,West Clark Community Schools
1157,B475,Saint Augustine School,Jasper,26,11.0,10.78,102.0,A,5945,North Newton School Corporation
1158,B475,Saint Augustine School,Jasper,26,11.0,10.78,102.0,A,3815,Rensselaer Central School Corporation
1159,C295,Saint Barnabas School,Marion,128,39.0,7.29,535.0,A,4205,Center Grove Community School Corporation
1160,C295,Saint Barnabas School,Marion,128,39.0,7.29,535.0,A,4145,Clark-Pleasant Community School Corporation
1161,C295,Saint Barnabas School,Marion,128,39.0,7.29,535.0,A,4225,Franklin Community School Corporation
1162,C295,Saint Barnabas School,Marion,128,39.0,7.29,535.0,A,5310,Franklin Township Community School Corporation
1163,C295,Saint Barnabas School,Marion,128,39.0,7.29,535.0,A,4245,Greenwood Community School Corporation
1164,C295,Saint Barnabas School,Marion,128,39.0,7.29,535.0,A,5300,M S D Decatur Township
1165,C295,Saint Barnabas School,Marion,128,39.0,7.29,535.0,A,5340,M S D Perry Township
1166,C295,Saint Barnabas School,Marion,128,39.0,7.29,535.0,A,5360,M S D Warren Township
1167,A425,Saint Bartholomew School,Bartholomew,122,19.0,5.08,374.0,A,365,Bartholomew Consolidated School Corporation
1168,A425,Saint Bartholomew School,Bartholomew,122,19.0,5.08,374.0,A,670,Brown County School Corporation
1169,A425,Saint Bartholomew School,Bartholomew,122,19.0,5.08,374.0,A,370,Flat Rock-Hawcreek School Corporation
1170,D590,Saint Benedict Cathedral School,Vanderburgh,84,25.0,6.41,390.0,A,7995,Evansville Vanderburgh School Corporation
1171,D590,Saint Benedict Cathedral School,Vanderburgh,84,25.0,6.41,390.0,A,8130,Warrick County School Corporation
1172,D805,Saint Bernard Elementary School,Wabash,47,4.0,5.26,76.0,A,3625,Huntington County Community School Corporation
1173,D805,Saint Bernard Elementary School,Wabash,47,4.0,5.26,76.0,A,8050,M S D Wabash County Schools
1174,D805,Saint Bernard Elementary School,Wabash,47,4.0,5.26,76.0,A,5615,Maconaquah School Corporation
1175,D805,Saint Bernard Elementary School,Wabash,47,4.0,5.26,76.0,A,8045,Manchester Community Schools
1176,D805,Saint Bernard Elementary School,Wabash,47,4.0,5.26,76.0,A,5635,Peru Community Schools
1177,D805,Saint Bernard Elementary School,Wabash,47,4.0,5.26,76.0,A,8060,Wabash City Schools
1178,D370,Saint Bernard School,Spencer,80,25.0,20.83,120.0,A,7385,North Spencer County School Corporation
1179,D370,Saint Bernard School,Spencer,80,25.0,20.83,120.0,A,7445,South Spencer County School Corporation
1180,D370,Saint Bernard School,Spencer,80,25.0,20.83,120.0,A,8130,Warrick County School Corporation
1181,D420,Saint Boniface School,Tippecanoe,62,12.0,9.3,129.0,A,1150,Clinton Central School Corporation
1182,D420,Saint Boniface School,Tippecanoe,62,12.0,9.3,129.0,A,7855,Lafayette School Corporation
1183,D420,Saint Boniface School,Tippecanoe,62,12.0,9.3,129.0,A,7865,Tippecanoe School Corporation
1184,D420,Saint Boniface School,Tippecanoe,62,12.0,9.3,129.0,A,8565,Twin Lakes School Corporation
1185,B950,Saint Casimir School,Lake,330,12.0,2.56,468.0,C,4690,Gary Community School Corporation
1186,B950,Saint Casimir School,Lake,330,12.0,2.56,468.0,C,4700,Griffith Public Schools
1187,B950,Saint Casimir School,Lake,330,12.0,2.56,468.0,C,4600,Merrillville Community School
1188,B950,Saint Casimir School,Lake,330,12.0,2.56,468.0,C,4670,School City of East Chicago
1189,B950,Saint Casimir School,Lake,330,12.0,2.56,468.0,C,4710,School City of Hammond
1190,B950,Saint Casimir School,Lake,330,12.0,2.56,468.0,C,4760,Whiting School City
1191,C900,Saint Charles Borromeo School,Monroe,40,32.0,8.02,399.0,A,5740,Monroe County Community School Corporation
1192,C900,Saint Charles Borromeo School,Monroe,40,32.0,8.02,399.0,A,5705,Richland-Bean Blossom Community School Corporation
1193,C900,Saint Charles Borromeo School,Monroe,40,32.0,8.02,399.0,A,6195,Spencer-Owen Community Schools
1194,A145,Saint Charles Borromeo School,Allen,389,37.0,5.17,715.0,A,1835,DeKalb County Central United School District
1195,A145,Saint Charles Borromeo School,Allen,389,37.0,5.17,715.0,A,255,East Allen County Schools
1196,A145,Saint Charles Borromeo School,Allen,389,37.0,5.17,715.0,A,6060,East Noble School Corporation
1197,A145,Saint Charles Borromeo School,Allen,389,37.0,5.17,715.0,A,235,Fort Wayne Community Schools
1198,A145,Saint Charles Borromeo School,Allen,389,37.0,5.17,715.0,A,3625,Huntington County Community School Corporation
1199,A145,Saint Charles Borromeo School,Allen,389,37.0,5.17,715.0,A,8435,Northern Wells Community Schools
1200,A145,Saint Charles Borromeo School,Allen,389,37.0,5.17,715.0,A,225,Northwest Allen County Schools
1201,A145,Saint Charles Borromeo School,Allen,389,37.0,5.17,715.0,A,8665,Whitley County Consolidated Schools
1202,C795,Saint Christopher School,Marion,96,12.0,5.88,204.0,A,3315,Avon Community School Corporation
1203,C795,Saint Christopher School,Marion,96,12.0,5.88,204.0,A,5385,Indianapolis Public Schools
1204,C795,Saint Christopher School,Marion,96,12.0,5.88,204.0,A,5300,M S D Decatur Township
1205,C795,Saint Christopher School,Marion,96,12.0,5.88,204.0,A,5350,M S D Pike Township
1206,C795,Saint Christopher School,Marion,96,12.0,5.88,204.0,A,5360,M S D Warren Township
1207,C795,Saint Christopher School,Marion,96,12.0,5.88,204.0,A,5370,M S D Washington Township
1208,C795,Saint Christopher School,Marion,96,12.0,5.88,204.0,A,5375,M S D Wayne Township
1209,C795,Saint Christopher School,Marion,96,12.0,5.88,204.0,A,5400,School Town of Speedway
1210,D840,Saint Elizabeth Ann Seton School,Wayne,155,16.0,5.54,289.0,A,8360,Centerville-Abington Community Schools
1211,D840,Saint Elizabeth Ann Seton School,Wayne,155,16.0,5.54,289.0,A,8305,Nettle Creek School Corporation
1212,D840,Saint Elizabeth Ann Seton School,Wayne,155,16.0,5.54,289.0,A,8375,Northeastern Wayne Schools
1213,D840,Saint Elizabeth Ann Seton School,Wayne,155,16.0,5.54,289.0,A,8385,Richmond Community Schools
1214,D840,Saint Elizabeth Ann Seton School,Wayne,155,16.0,5.54,289.0,A,8355,Western Wayne Schools
1215,B035,Saint Gabriel Parochial School,Fayette,78,9.0,6.47,139.0,A,2395,Fayette County School Corporation
1216,B035,Saint Gabriel Parochial School,Fayette,78,9.0,6.47,139.0,A,8355,Western Wayne Schools
1217,D435,Saint James Lutheran School,Tippecanoe,54,19.0,9.13,208.0,A,2435,Attica Consolidated School Corporation
1218,D435,Saint James Lutheran School,Tippecanoe,54,19.0,9.13,208.0,A,395,Benton Community School Corporation
1219,D435,Saint James Lutheran School,Tippecanoe,54,19.0,9.13,208.0,A,7855,Lafayette School Corporation
1220,D435,Saint James Lutheran School,Tippecanoe,54,19.0,9.13,208.0,A,5835,North Montgomery Community School Corporation
1221,D435,Saint James Lutheran School,Tippecanoe,54,19.0,9.13,208.0,A,7865,Tippecanoe School Corporation
1222,B120,Saint James School,Gibson,70,26.0,12.09,215.0,A,2725,East Gibson School Corporation
1223,B120,Saint James School,Gibson,70,26.0,12.09,215.0,A,7995,Evansville Vanderburgh School Corporation
1224,B120,Saint James School,Gibson,70,26.0,12.09,215.0,A,2735,North Gibson School Corporation
1225,B120,Saint James School,Gibson,70,26.0,12.09,215.0,A,2765,South Gibson School Corporation
1226,C645,Saint Joan Of Arc School,Marion,177,45.0,11.54,390.0,A,3005,Hamilton Southeastern Schools
1227,C645,Saint Joan Of Arc School,Marion,177,45.0,11.54,390.0,A,5385,Indianapolis Public Schools
