,School No.,School Name,County,Voucher enrollment 2016,Special ed enrollment 2016,Special ed ratio 2016,Total enrollment 2016,2016 Grade,District No.,District Name
732,B190,Indiana Academy,Hamilton,90,1.0,0.79,127.0,F,235,Fort Wayne Community Schools
733,B190,Indiana Academy,Hamilton,90,1.0,0.79,127.0,F,5310,Franklin Township Community School Corporation
734,B190,Indiana Academy,Hamilton,90,1.0,0.79,127.0,F,2120,Greater Jasper Consolidated Schools
735,B190,Indiana Academy,Hamilton,90,1.0,0.79,127.0,F,3025,Hamilton Heights School Corporation
736,B190,Indiana Academy,Hamilton,90,1.0,0.79,127.0,F,5385,Indianapolis Public Schools
737,B190,Indiana Academy,Hamilton,90,1.0,0.79,127.0,F,7855,Lafayette School Corporation
738,B190,Indiana Academy,Hamilton,90,1.0,0.79,127.0,F,4945,LaPorte Community School Corporation
739,B190,Indiana Academy,Hamilton,90,1.0,0.79,127.0,F,875,Logansport Community School Corporation
740,B190,Indiana Academy,Hamilton,90,1.0,0.79,127.0,F,5300,M S D Decatur Township
741,B190,Indiana Academy,Hamilton,90,1.0,0.79,127.0,F,5330,M S D Lawrence Township
742,B190,Indiana Academy,Hamilton,90,1.0,0.79,127.0,F,5925,M S D Martinsville Schools
743,B190,Indiana Academy,Hamilton,90,1.0,0.79,127.0,F,5340,M S D Perry Township
744,B190,Indiana Academy,Hamilton,90,1.0,0.79,127.0,F,5350,M S D Pike Township
745,B190,Indiana Academy,Hamilton,90,1.0,0.79,127.0,F,5360,M S D Warren Township
746,B190,Indiana Academy,Hamilton,90,1.0,0.79,127.0,F,5370,M S D Washington Township
747,B190,Indiana Academy,Hamilton,90,1.0,0.79,127.0,F,5375,M S D Wayne Township
748,B190,Indiana Academy,Hamilton,90,1.0,0.79,127.0,F,5740,Monroe County Community School Corporation
749,B190,Indiana Academy,Hamilton,90,1.0,0.79,127.0,F,2400,New Albany-Floyd County Consolidated School Corporation
750,B190,Indiana Academy,Hamilton,90,1.0,0.79,127.0,F,3070,Noblesville Schools
751,B190,Indiana Academy,Hamilton,90,1.0,0.79,127.0,F,3295,North West Hendricks Schools
752,B190,Indiana Academy,Hamilton,90,1.0,0.79,127.0,F,8385,Richmond Community Schools
753,B190,Indiana Academy,Hamilton,90,1.0,0.79,127.0,F,7205,South Bend Community School Corporation
754,B190,Indiana Academy,Hamilton,90,1.0,0.79,127.0,F,7865,Tippecanoe School Corporation
755,B190,Indiana Academy,Hamilton,90,1.0,0.79,127.0,F,3030,Westfield-Washington Schools
756,C175,Indiana Christian Academy,Madison,189,31.0,10.99,282.0,D,5265,Alexandria Community School Corporation
757,C175,Indiana Christian Academy,Madison,189,31.0,10.99,282.0,D,5275,Anderson Community School Corporation
758,C175,Indiana Christian Academy,Madison,189,31.0,10.99,282.0,D,1900,Cowan Community School Corporation
759,C175,Indiana Christian Academy,Madison,189,31.0,10.99,282.0,D,5280,Elwood Community School Corporation
760,C175,Indiana Christian Academy,Madison,189,31.0,10.99,282.0,D,5245,Frankton-Lapel Community Schools
761,C175,Indiana Christian Academy,Madison,189,31.0,10.99,282.0,D,3025,Hamilton Heights School Corporation
762,C175,Indiana Christian Academy,Madison,189,31.0,10.99,282.0,D,3435,Shenandoah School Corporation
763,C175,Indiana Christian Academy,Madison,189,31.0,10.99,282.0,D,5255,South Madison Community School Corporation
764,C455,Indianapolis Junior Academy,Marion,59,2.0,2.08,96.0,C,3060,Carmel Clay Schools
765,C455,Indianapolis Junior Academy,Marion,59,2.0,2.08,96.0,C,5385,Indianapolis Public Schools
766,C455,Indianapolis Junior Academy,Marion,59,2.0,2.08,96.0,C,5330,M S D Lawrence Township
767,C455,Indianapolis Junior Academy,Marion,59,2.0,2.08,96.0,C,5350,M S D Pike Township
768,C455,Indianapolis Junior Academy,Marion,59,2.0,2.08,96.0,C,5370,M S D Washington Township
769,C455,Indianapolis Junior Academy,Marion,59,2.0,2.08,96.0,C,5375,M S D Wayne Township
770,C455,Indianapolis Junior Academy,Marion,59,2.0,2.08,96.0,C,3030,Westfield-Washington Schools
771,B302,Islamic School of Plainfield,Hendricks,16,0.0,0.0,31.0,No Grade,3315,Avon Community School Corporation
772,B302,Islamic School of Plainfield,Hendricks,16,0.0,0.0,31.0,No Grade,5300,M S D Decatur Township
773,B302,Islamic School of Plainfield,Hendricks,16,0.0,0.0,31.0,No Grade,5350,M S D Pike Township
774,B302,Islamic School of Plainfield,Hendricks,16,0.0,0.0,31.0,No Grade,5375,M S D Wayne Township
775,B483,Jay County Christian Academy,Jay,41,9.0,16.07,56.0,C,3945,Jay School Corporation
776,B295,Kingsway Christian School,Hendricks,141,27.0,6.65,406.0,A,3315,Avon Community School Corporation
777,B295,Kingsway Christian School,Hendricks,141,27.0,6.65,406.0,A,3305,Brownsburg Community School Corporation
778,B295,Kingsway Christian School,Hendricks,141,27.0,6.65,406.0,A,3325,Danville Community School Corporation
779,B295,Kingsway Christian School,Hendricks,141,27.0,6.65,406.0,A,5385,Indianapolis Public Schools
780,B295,Kingsway Christian School,Hendricks,141,27.0,6.65,406.0,A,5300,M S D Decatur Township
781,B295,Kingsway Christian School,Hendricks,141,27.0,6.65,406.0,A,5350,M S D Pike Township
782,B295,Kingsway Christian School,Hendricks,141,27.0,6.65,406.0,A,5370,M S D Washington Township
783,B295,Kingsway Christian School,Hendricks,141,27.0,6.65,406.0,A,5375,M S D Wayne Township
784,B295,Kingsway Christian School,Hendricks,141,27.0,6.65,406.0,A,5930,Mooresville Consolidated School Corporation
785,B295,Kingsway Christian School,Hendricks,141,27.0,6.65,406.0,A,5835,North Montgomery Community School Corporation
786,B295,Kingsway Christian School,Hendricks,141,27.0,6.65,406.0,A,3330,Plainfield Community School Corporation
787,B295,Kingsway Christian School,Hendricks,141,27.0,6.65,406.0,A,5400,School Town of Speedway
788,B295,Kingsway Christian School,Hendricks,141,27.0,6.65,406.0,A,5845,South Montgomery Community School Corporation
789,D440,Lafayette Christian School,Tippecanoe,141,33.0,11.38,290.0,A,395,Benton Community School Corporation
790,D440,Lafayette Christian School,Tippecanoe,141,33.0,11.38,290.0,A,1160,Clinton Prairie School Corporation
791,D440,Lafayette Christian School,Tippecanoe,141,33.0,11.38,290.0,A,755,Delphi Community School Corporation
792,D440,Lafayette Christian School,Tippecanoe,141,33.0,11.38,290.0,A,7855,Lafayette School Corporation
793,D440,Lafayette Christian School,Tippecanoe,141,33.0,11.38,290.0,A,7865,Tippecanoe School Corporation
794,D440,Lafayette Christian School,Tippecanoe,141,33.0,11.38,290.0,A,8535,Tri-County School Corporation
795,D440,Lafayette Christian School,Tippecanoe,141,33.0,11.38,290.0,A,7875,West Lafayette Community School Corporation
796,B595,Lakeland Christian Academy,Kosciusko,55,11.0,7.38,149.0,F,4445,Tippecanoe Valley School Corporation
797,B595,Lakeland Christian Academy,Kosciusko,55,11.0,7.38,149.0,F,5495,Triton School Corporation
798,B595,Lakeland Christian Academy,Kosciusko,55,11.0,7.38,149.0,F,4415,Warsaw Community Schools
799,B595,Lakeland Christian Academy,Kosciusko,55,11.0,7.38,149.0,F,4345,Wawasee Community School Corporation
800,B595,Lakeland Christian Academy,Kosciusko,55,11.0,7.38,149.0,F,4455,Whitko Community School Corporation
801,B145,Lakeview Christian School,Grant,198,2.0,0.88,228.0,F,5265,Alexandria Community School Corporation
802,B145,Lakeview Christian School,Grant,198,2.0,0.88,228.0,F,2815,Eastbrook Community School Corporation
803,B145,Lakeview Christian School,Grant,198,2.0,0.88,228.0,F,3625,Huntington County Community School Corporation
804,B145,Lakeview Christian School,Grant,198,2.0,0.88,228.0,F,8050,M S D Wabash County Schools
805,B145,Lakeview Christian School,Grant,198,2.0,0.88,228.0,F,5615,Maconaquah School Corporation
806,B145,Lakeview Christian School,Grant,198,2.0,0.88,228.0,F,2825,Madison-Grant United School Corporation
807,B145,Lakeview Christian School,Grant,198,2.0,0.88,228.0,F,2865,Marion Community Schools
808,B145,Lakeview Christian School,Grant,198,2.0,0.88,228.0,F,2855,Mississinewa Community School Corporation
809,B145,Lakeview Christian School,Grant,198,2.0,0.88,228.0,F,5625,Oak Hill United School Corporation
810,A740,Lakewood Park Christian School,Dekalb,262,36.0,6.03,597.0,A,6055,Central Noble Community School Corporation
811,A740,Lakewood Park Christian School,Dekalb,262,36.0,6.03,597.0,A,1835,DeKalb County Central United School District
812,A740,Lakewood Park Christian School,Dekalb,262,36.0,6.03,597.0,A,1805,DeKalb County Eastern Com School District
813,A740,Lakewood Park Christian School,Dekalb,262,36.0,6.03,597.0,A,255,East Allen County Schools
814,A740,Lakewood Park Christian School,Dekalb,262,36.0,6.03,597.0,A,6060,East Noble School Corporation
815,A740,Lakewood Park Christian School,Dekalb,262,36.0,6.03,597.0,A,235,Fort Wayne Community Schools
816,A740,Lakewood Park Christian School,Dekalb,262,36.0,6.03,597.0,A,1820,Garrett-Keyser-Butler Community
817,A740,Lakewood Park Christian School,Dekalb,262,36.0,6.03,597.0,A,7610,Hamilton Community Schools
818,A740,Lakewood Park Christian School,Dekalb,262,36.0,6.03,597.0,A,125,M S D Southwest Allen County
819,A740,Lakewood Park Christian School,Dekalb,262,36.0,6.03,597.0,A,7615,M S D Steuben County
820,A740,Lakewood Park Christian School,Dekalb,262,36.0,6.03,597.0,A,225,Northwest Allen County Schools
821,B248,Legacy Christian School,Hamilton,34,21.0,11.86,177.0,A,3025,Hamilton Heights School Corporation
822,B248,Legacy Christian School,Hamilton,34,21.0,11.86,177.0,A,3005,Hamilton Southeastern Schools
823,B248,Legacy Christian School,Hamilton,34,21.0,11.86,177.0,A,3070,Noblesville Schools
824,B248,Legacy Christian School,Hamilton,34,21.0,11.86,177.0,A,3030,Westfield-Washington Schools
825,B299,Legacy Learning Center,Marion,75,0.0,0.0,104.0,,3005,Hamilton Southeastern Schools
826,B299,Legacy Learning Center,Marion,75,0.0,0.0,104.0,,5385,Indianapolis Public Schools
827,B299,Legacy Learning Center,Marion,75,0.0,0.0,104.0,,5300,M S D Decatur Township
828,B299,Legacy Learning Center,Marion,75,0.0,0.0,104.0,,5350,M S D Pike Township
829,B299,Legacy Learning Center,Marion,75,0.0,0.0,104.0,,5360,M S D Warren Township
830,B299,Legacy Learning Center,Marion,75,0.0,0.0,104.0,,5375,M S D Wayne Township
831,C226,Liberty Christian Elementary,Madison,197,24.0,8.16,294.0,C,5265,Alexandria Community School Corporation
832,C226,Liberty Christian Elementary,Madison,197,24.0,8.16,294.0,C,5275,Anderson Community School Corporation
833,C226,Liberty Christian Elementary,Madison,197,24.0,8.16,294.0,C,1940,Daleville Community Schools
834,C226,Liberty Christian Elementary,Madison,197,24.0,8.16,294.0,C,5245,Frankton-Lapel Community Schools
835,C226,Liberty Christian Elementary,Madison,197,24.0,8.16,294.0,C,3945,Jay School Corporation
836,C226,Liberty Christian Elementary,Madison,197,24.0,8.16,294.0,C,5360,M S D Warren Township
837,C226,Liberty Christian Elementary,Madison,197,24.0,8.16,294.0,C,3135,Mount Vernon Community School Corporation
838,C226,Liberty Christian Elementary,Madison,197,24.0,8.16,294.0,C,3435,Shenandoah School Corporation
839,C226,Liberty Christian Elementary,Madison,197,24.0,8.16,294.0,C,5255,South Madison Community School Corporation
840,C225,Liberty Christian School,Madison,126,20.0,8.81,227.0,B,5265,Alexandria Community School Corporation
841,C225,Liberty Christian School,Madison,126,20.0,8.81,227.0,B,5275,Anderson Community School Corporation
842,C225,Liberty Christian School,Madison,126,20.0,8.81,227.0,B,1940,Daleville Community Schools
843,C225,Liberty Christian School,Madison,126,20.0,8.81,227.0,B,3145,Eastern Hancock County Community School Corporation
844,C225,Liberty Christian School,Madison,126,20.0,8.81,227.0,B,3135,Mount Vernon Community School Corporation
845,C225,Liberty Christian School,Madison,126,20.0,8.81,227.0,B,3435,Shenandoah School Corporation
846,C225,Liberty Christian School,Madison,126,20.0,8.81,227.0,B,5255,South Madison Community School Corporation
847,C927,Lighthouse Christian Academy,Monroe,152,23.0,8.07,285.0,A,2940,Eastern Greene Schools
848,C927,Lighthouse Christian Academy,Monroe,152,23.0,8.07,285.0,A,5085,Mitchell Community Schools
849,C927,Lighthouse Christian Academy,Monroe,152,23.0,8.07,285.0,A,5740,Monroe County Community School Corporation
850,C927,Lighthouse Christian Academy,Monroe,152,23.0,8.07,285.0,A,1375,North Daviess Community Schools
851,C927,Lighthouse Christian Academy,Monroe,152,23.0,8.07,285.0,A,5075,North Lawrence Community Schools
852,C927,Lighthouse Christian Academy,Monroe,152,23.0,8.07,285.0,A,5705,Richland-Bean Blossom Community School Corporation
853,C927,Lighthouse Christian Academy,Monroe,152,23.0,8.07,285.0,A,6195,Spencer-Owen Community Schools
854,C270,Lutheran High School,Marion,121,20.0,7.97,251.0,B,5380,Beech Grove City Schools
855,C270,Lutheran High School,Marion,121,20.0,7.97,251.0,B,3305,Brownsburg Community School Corporation
856,C270,Lutheran High School,Marion,121,20.0,7.97,251.0,B,3060,Carmel Clay Schools
857,C270,Lutheran High School,Marion,121,20.0,7.97,251.0,B,4145,Clark-Pleasant Community School Corporation
858,C270,Lutheran High School,Marion,121,20.0,7.97,251.0,B,5310,Franklin Township Community School Corporation
859,C270,Lutheran High School,Marion,121,20.0,7.97,251.0,B,4245,Greenwood Community School Corporation
860,C270,Lutheran High School,Marion,121,20.0,7.97,251.0,B,5385,Indianapolis Public Schools
861,C270,Lutheran High School,Marion,121,20.0,7.97,251.0,B,5300,M S D Decatur Township
862,C270,Lutheran High School,Marion,121,20.0,7.97,251.0,B,5330,M S D Lawrence Township
863,C270,Lutheran High School,Marion,121,20.0,7.97,251.0,B,5340,M S D Perry Township
864,C270,Lutheran High School,Marion,121,20.0,7.97,251.0,B,5350,M S D Pike Township
865,C270,Lutheran High School,Marion,121,20.0,7.97,251.0,B,5360,M S D Warren Township
866,C270,Lutheran High School,Marion,121,20.0,7.97,251.0,B,5370,M S D Washington Township
867,C270,Lutheran High School,Marion,121,20.0,7.97,251.0,B,5375,M S D Wayne Township
868,C270,Lutheran High School,Marion,121,20.0,7.97,251.0,B,3330,Plainfield Community School Corporation
869,C270,Lutheran High School,Marion,121,20.0,7.97,251.0,B,3115,Southern Hancock County Community School Corporation
870,A235,Lutheran South Unity School,Allen,65,14.0,8.05,174.0,B,255,East Allen County Schools
871,A235,Lutheran South Unity School,Allen,65,14.0,8.05,174.0,B,235,Fort Wayne Community Schools
872,A235,Lutheran South Unity School,Allen,65,14.0,8.05,174.0,B,8435,Northern Wells Community Schools
873,D165,Marian High School,St Joseph,341,32.0,4.65,688.0,A,2270,Concord Community Schools
874,D165,Marian High School,St Joseph,341,32.0,4.65,688.0,A,2305,Elkhart Community Schools
875,D165,Marian High School,St Joseph,341,32.0,4.65,688.0,A,2315,Goshen Community Schools
876,D165,Marian High School,St Joseph,341,32.0,4.65,688.0,A,4805,New Prairie United School Corporation
877,D165,Marian High School,St Joseph,341,32.0,4.65,688.0,A,7175,Penn-Harris-Madison School Corporation
878,D165,Marian High School,St Joseph,341,32.0,4.65,688.0,A,5485,Plymouth Community School Corporation
879,D165,Marian High School,St Joseph,341,32.0,4.65,688.0,A,7200,School City of Mishawaka
880,D165,Marian High School,St Joseph,341,32.0,4.65,688.0,A,7205,South Bend Community School Corporation
881,D165,Marian High School,St Joseph,341,32.0,4.65,688.0,A,7215,Union-North United School Corporation
882,D165,Marian High School,St Joseph,341,32.0,4.65,688.0,A,2285,Wa-Nee Community Schools
883,C125,Marquette Catholic High School,LaPorte,125,9.0,3.3,273.0,B,6470,Duneland School Corporation
884,C125,Marquette Catholic High School,LaPorte,125,9.0,3.3,273.0,B,4690,Gary Community School Corporation
885,C125,Marquette Catholic High School,LaPorte,125,9.0,3.3,273.0,B,4680,Lake Station Community Schools
886,C125,Marquette Catholic High School,LaPorte,125,9.0,3.3,273.0,B,4945,LaPorte Community School Corporation
887,C125,Marquette Catholic High School,LaPorte,125,9.0,3.3,273.0,B,4925,Michigan City Area Schools
888,C125,Marquette Catholic High School,LaPorte,125,9.0,3.3,273.0,B,6550,Portage Township Schools
889,C125,Marquette Catholic High School,LaPorte,125,9.0,3.3,273.0,B,6520,Porter Township School Corporation
890,C125,Marquette Catholic High School,LaPorte,125,9.0,3.3,273.0,B,4730,School City of Hobart
891,C125,Marquette Catholic High School,LaPorte,125,9.0,3.3,273.0,B,6560,Valparaiso Community Schools
892,D530,Mater Dei High School,Vanderburgh,147,19.0,3.59,529.0,A,2725,East Gibson School Corporation
893,D530,Mater Dei High School,Vanderburgh,147,19.0,3.59,529.0,A,7995,Evansville Vanderburgh School Corporation
894,D530,Mater Dei High School,Vanderburgh,147,19.0,3.59,529.0,A,6590,M S D Mount Vernon
895,D530,Mater Dei High School,Vanderburgh,147,19.0,3.59,529.0,A,6600,M S D North Posey County Schools
896,D530,Mater Dei High School,Vanderburgh,147,19.0,3.59,529.0,A,8130,Warrick County School Corporation
897,D315,Michiana Christian School,St Joseph,36,6.0,12.77,47.0,D,2305,Elkhart Community Schools
898,D315,Michiana Christian School,St Joseph,36,6.0,12.77,47.0,D,7175,Penn-Harris-Madison School Corporation
899,D315,Michiana Christian School,St Joseph,36,6.0,12.77,47.0,D,7200,School City of Mishawaka
900,D315,Michiana Christian School,St Joseph,36,6.0,12.77,47.0,D,7205,South Bend Community School Corporation
901,D315,Michiana Christian School,St Joseph,36,6.0,12.77,47.0,D,7215,Union-North United School Corporation
902,B747,Midwest Elite Preparatory Academy,Lake,50,6.0,10.53,57.0,No Grade,4690,Gary Community School Corporation
903,B747,Midwest Elite Preparatory Academy,Lake,50,6.0,10.53,57.0,No Grade,4600,Merrillville Community School
904,B747,Midwest Elite Preparatory Academy,Lake,50,6.0,10.53,57.0,No Grade,6520,Porter Township School Corporation
905,B747,Midwest Elite Preparatory Academy,Lake,50,6.0,10.53,57.0,No Grade,4710,School City of Hammond
906,D177,Mishawaka Catholic School,St Joseph,163,24.0,8.92,269.0,B,2260,Baugo Community Schools
907,D177,Mishawaka Catholic School,St Joseph,163,24.0,8.92,269.0,B,2305,Elkhart Community Schools
908,D177,Mishawaka Catholic School,St Joseph,163,24.0,8.92,269.0,B,7175,Penn-Harris-Madison School Corporation
909,D177,Mishawaka Catholic School,St Joseph,163,24.0,8.92,269.0,B,7200,School City of Mishawaka
