CORP,CORP_NAME,SCHL_NAME_CODE,SCHL_NAME,ENR_ELL_N,ENR_ELL_RATIO,ENR_SPEC_ED_N,ENR_SPEC_ED_RATIO,ENROLLMENT_N
5370,M S D Washington Township,5424,John Strange Elementary School,33,5.23%,67,10.62%,631
5370,M S D Washington Township,5427,Nora Elementary School,271,39.05%,127,18.30%,694
5370,M S D Washington Township,5430,Spring Mill Elementary School,115,16.41%,116,16.55%,701
5370,M S D Washington Township,5434,Hilltop School,0,0.00%,81,98.78%,82
5370,M S D Washington Township,5436,Fox Hill Elementary School,165,20.91%,110,13.94%,789
5370,M S D Washington Township,5442,Eastwood Middle School,40,4.98%,119,14.80%,804
5370,M S D Washington Township,5445,Northview Middle School,120,15.27%,127,16.16%,786
5370,M S D Washington Township,5448,Westlane Middle School,88,9.39%,139,14.83%,937
5370,M S D Washington Township,5451,North Central High School,256,6.79%,488,12.94%,3772
5375,M S D Wayne Township,,,2029,12.59%,2003,12.43%,16111
5375,M S D Wayne Township,5213,Ben Davis High School,244,7.78%,423,13.48%,3137
5375,M S D Wayne Township,5219,Ben Davis Ninth Grade Center,149,12.16%,165,13.47%,1225
5375,M S D Wayne Township,5221,Chapel Hill 7th & 8th Grade Center,97,8.28%,150,12.81%,1171
5375,M S D Wayne Township,5222,Lynhurst 7th & 8th Grade Center,125,10.31%,195,16.09%,1212
5375,M S D Wayne Township,5223,Maplewood Elementary School,155,18.77%,83,10.05%,826
5375,M S D Wayne Township,5227,Chapel Glen Elementary School,97,12.33%,92,11.69%,787
5375,M S D Wayne Township,5241,Garden City Elementary School,257,30.82%,96,11.51%,834
5375,M S D Wayne Township,5257,McClelland Elementary School,108,13.69%,106,13.43%,789
5375,M S D Wayne Township,5261,Rhoades Elementary School,134,16.58%,72,8.91%,808
5375,M S D Wayne Township,5265,Robey Elementary School,30,3.83%,64,8.16%,784
5375,M S D Wayne Township,5267,North Wayne Elementary School,162,19.26%,81,9.63%,841
5375,M S D Wayne Township,5270,Stout Field Elementary School,85,11.13%,80,10.47%,764
5375,M S D Wayne Township,5271,Sanders School,5,5.15%,89,91.75%,97
5375,M S D Wayne Township,5273,Westlake Elementary School,194,24.97%,92,11.84%,777
5375,M S D Wayne Township,5274,Chapelwood Elementary School,125,16.28%,83,10.81%,768
5375,M S D Wayne Township,5288,Achieve Virtual Education Academy,0,0.00%,11,6.04%,182
5375,M S D Wayne Township,5446,Bridgeport Elementary School,58,8.06%,98,13.61%,720
5375,M S D Wayne Township,5447,Ben Davis University High School,4,1.03%,23,5.91%,389
5380,Beech Grove City Schools,,,70,2.25%,507,16.32%,3107
5380,Beech Grove City Schools,5449,Beech Grove Sr High School,20,2.11%,136,14.33%,949
5380,Beech Grove City Schools,5453,Beech Grove Middle School,8,1.66%,90,18.67%,482
5380,Beech Grove City Schools,5457,Central Elementary School,16,3.35%,89,18.62%,478
5380,Beech Grove City Schools,5461,South Grove Intermediate School,7,0.98%,129,18.14%,711
5380,Beech Grove City Schools,5463,Hornet Park Elementary School,19,3.90%,63,12.94%,487
5385,Indianapolis Public Schools,,,4145,14.41%,4890,17.00%,28767
5385,Indianapolis Public Schools,5465,Arlington Community High School,9,2.33%,96,24.87%,386
5385,Indianapolis Public Schools,5466,Arlington Community Middle School,12,4.40%,65,23.81%,273
5385,Indianapolis Public Schools,5469,Arsenal Technical High School,194,9.90%,361,18.42%,1960
5385,Indianapolis Public Schools,5473,Crispus Attucks Medical Magnet HS,54,7.25%,63,8.46%,745
5385,Indianapolis Public Schools,5477,Broad Ripple Mgnt HS for Prfm Arts,25,3.94%,104,16.38%,635
5385,Indianapolis Public Schools,5483,Northwest Community High School,162,22.88%,149,21.05%,708
5385,Indianapolis Public Schools,5487,Shortridge High School,9,2.43%,49,13.21%,371
5385,Indianapolis Public Schools,5494,John Marshall Community High Sch,71,14.37%,136,27.53%,494
5385,Indianapolis Public Schools,5498,Cold Spring School,22,7.61%,41,14.19%,289
5385,Indianapolis Public Schools,5509,Broad Ripple Mgnt Jr HS-Prfm Arts,27,11.69%,58,25.11%,231
5385,Indianapolis Public Schools,5512,Crispus Attucks Med Mgnt Jr HS,48,14.86%,35,10.84%,323
5385,Indianapolis Public Schools,5513,George Washington Comm Jr HS,44,16.67%,82,31.06%,264
5385,Indianapolis Public Schools,5514,Washington Irving School 14,22,4.82%,89,19.52%,456
5385,Indianapolis Public Schools,5515,Thomas D Gregg School 15,140,29.47%,96,20.21%,475
5385,Indianapolis Public Schools,5516,Northwest Community Jr High School,95,23.00%,93,22.52%,413
5385,Indianapolis Public Schools,5517,John Marshall Community Jr HS,45,15.25%,81,27.46%,295
5385,Indianapolis Public Schools,5531,James A Garfield School 31,66,13.61%,96,19.79%,485
5385,Indianapolis Public Schools,5534,Eleanor Skillen School 34,33,6.79%,102,20.99%,486
5385,Indianapolis Public Schools,5538,Center for Inquiry School 70,9,4.15%,26,11.98%,217
5385,Indianapolis Public Schools,5539,William McKinley School 39,42,7.61%,85,15.40%,552
5385,Indianapolis Public Schools,5542,Elder W Diggs School 42,28,5.82%,111,23.08%,481
5385,Indianapolis Public Schools,5543,James Whitcomb Riley School 43,0,0.00%,55,17.35%,317
5385,Indianapolis Public Schools,5544,Riverside School 44,35,13.57%,44,17.05%,258
5385,Indianapolis Public Schools,5546,Daniel Webster School 46,69,14.17%,63,12.94%,487
5385,Indianapolis Public Schools,5548,Louis B Russell Jr School 48,4,1.04%,92,24.02%,383
5385,Indianapolis Public Schools,5549,William Penn School 49,181,30.32%,91,15.24%,597
5385,Indianapolis Public Schools,5551,James Russell Lowell School 51,122,27.48%,75,16.89%,444
5385,Indianapolis Public Schools,5554,Brookside School 54,47,7.89%,96,16.11%,596
5385,Indianapolis Public Schools,5555,Eliza A Blaker School 55,13,7.56%,27,15.70%,172
5385,Indianapolis Public Schools,5556,Francis W Parker School 56,20,6.85%,89,30.48%,292
5385,Indianapolis Public Schools,5557,George W Julian School 57,38,25.33%,37,24.67%,150
5385,Indianapolis Public Schools,5558,Ralph Waldo Emerson School 58,29,7.59%,60,15.71%,382
5385,Indianapolis Public Schools,5560,IPS/ Butler University Lab Sch 60,10,2.07%,49,10.12%,484
5385,Indianapolis Public Schools,5563,Wendell Phillips School 63,84,18.67%,65,14.44%,450
5385,Indianapolis Public Schools,5565,Raymond F Brandes School 65,42,16.73%,43,17.13%,251
5385,Indianapolis Public Schools,5567,Stephen Foster School 67,197,34.38%,95,16.58%,573
5385,Indianapolis Public Schools,5569,Joyce Kilmer School 69,4,1.95%,27,13.17%,205
5385,Indianapolis Public Schools,5570,Edison School of the Arts 47,38,7.27%,64,12.24%,523
5385,Indianapolis Public Schools,5574,Theodore Potter School 74,106,36.81%,55,19.10%,288
5385,Indianapolis Public Schools,5577,Merle Sidener Gifted Academy,5,1.31%,30,7.85%,382
5385,Indianapolis Public Schools,5579,Carl Wilde School 79,312,44.64%,78,11.16%,699
5385,Indianapolis Public Schools,5582,Christian Park School 82,36,8.28%,72,16.55%,435
5385,Indianapolis Public Schools,5583,Floro Torrence School 83,67,22.41%,47,15.72%,299
5385,Indianapolis Public Schools,5587,George Washington Carver School 87,81,24.04%,51,15.13%,337
5385,Indianapolis Public Schools,5588,Anna Brochhausen School 88,19,5.85%,58,17.85%,325
5385,Indianapolis Public Schools,5590,Ernie Pyle School 90,101,26.86%,48,12.77%,376
5385,Indianapolis Public Schools,5591,Rousseau McClellan School 91,24,4.79%,103,20.56%,501
5385,Indianapolis Public Schools,5593,George H Fisher School 93,17,4.47%,51,13.42%,380
5385,Indianapolis Public Schools,5596,Meredith Nicholson School 96,206,49.52%,47,11.30%,416
5385,Indianapolis Public Schools,5597,Emma Donnan Elementary School,27,11.30%,46,19.25%,239
5385,Indianapolis Public Schools,5601,H L Harshman Middle School,109,19.82%,88,16.00%,550
5385,Indianapolis Public Schools,5602,Francis Bellamy Pre-School Center,0,0.00%,21,17.07%,123
5385,Indianapolis Public Schools,5603,Phalen at Francis Scott Key 103,37,8.26%,55,12.28%,448
5385,Indianapolis Public Schools,5605,Charles Warren Fairbanks Sch 105,59,13.92%,52,12.26%,424
5385,Indianapolis Public Schools,5606,Robert Lee Frost School 106,17,4.90%,41,11.82%,347
5385,Indianapolis Public Schools,5607,Lew Wallace School 107,168,34.22%,46,9.37%,491
5385,Indianapolis Public Schools,5609,Jonathan Jennings School 109,71,26.59%,31,11.61%,267
5385,Indianapolis Public Schools,5614,Paul I Miller School 114,26,5.86%,103,23.20%,444
5385,Indianapolis Public Schools,5619,George S Buck School 94,96,21.72%,68,15.38%,442
5385,Indianapolis Public Schools,5623,Arlington Woods School 99,28,5.31%,77,14.61%,527
5385,Indianapolis Public Schools,5635,Center For Inquiry School 2,15,3.73%,60,14.93%,402
5385,Indianapolis Public Schools,5643,George Washington Community HS,75,16.20%,121,26.13%,463
5385,Indianapolis Public Schools,5659,Center for Inquiry School 84,0,0.00%,55,13.25%,415
5385,Indianapolis Public Schools,5662,Clarence Farrington School 61,212,30.55%,81,11.67%,694
5385,Indianapolis Public Schools,5668,Center for Inquiry School 27,17,3.84%,126,28.44%,443
5385,Indianapolis Public Schools,5674,Frederick Douglass School 19,124,24.46%,89,17.55%,507
5390,Southside Sp Srvs Of Marion Co,,,10,7.94%,123,97.62%,126
5390,Southside Sp Srvs Of Marion Co,5320,RISE Learning Center,10,7.94%,123,97.62%,126
5400,School Town of Speedway,,,191,10.63%,244,13.59%,1796
5400,School Town of Speedway,5889,Speedway Junior High School,24,8.86%,36,13.28%,271
5400,School Town of Speedway,5891,Speedway Senior High School,40,7.63%,69,13.17%,524
5400,School Town of Speedway,5893,James A Allison Elementary Sch 3,53,17.21%,39,12.66%,308
5400,School Town of Speedway,5897,Carl G Fisher Elementary School 1,2,1.24%,35,21.74%,161
5400,School Town of Speedway,5901,Arthur C Newby Elementary School 2,9,4.97%,28,15.47%,181
5400,School Town of Speedway,5905,Frank H Wheeler Elementary Sch 4,63,17.95%,37,10.54%,351
5455,Culver Community Schools Corp,,,4,0.51%,108,13.86%,779
5455,Culver Community Schools Corp,5245,Culver Community Middle/High Sch,1,0.26%,46,11.92%,386
5455,Culver Community Schools Corp,5928,Culver Elementary School,3,0.76%,62,15.78%,393
5470,Argos Community Schools,,,3,0.47%,100,15.82%,632
5470,Argos Community Schools,5936,Argos Community Elementary,2,0.61%,56,17.13%,327
5470,Argos Community Schools,5937,Argos Comm Jr-Sr High School,1,0.33%,44,14.43%,305
5480,Bremen Public Schools,,,134,9.01%,193,12.97%,1488
5480,Bremen Public Schools,5941,Bremen Senior High School,16,3.22%,67,13.48%,497
5480,Bremen Public Schools,5943,Bremen Elementary/Middle School,118,11.91%,126,12.71%,991
5485,Plymouth Community School Corp,,,278,7.55%,470,12.77%,3680
5485,Plymouth Community School Corp,5933,Menominee Elementary School,31,8.12%,52,13.61%,382
5485,Plymouth Community School Corp,5945,Plymouth High School,63,5.48%,132,11.49%,1149
5485,Plymouth Community School Corp,5949,Lincoln Junior High School,23,4.13%,78,14.00%,557
5485,Plymouth Community School Corp,5956,Riverside Intermediate,23,4.23%,83,15.26%,544
5485,Plymouth Community School Corp,5961,Jefferson Elementary School,33,10.06%,65,19.82%,328
5485,Plymouth Community School Corp,5965,Washington Discovery Academy,63,17.85%,26,7.37%,353
5485,Plymouth Community School Corp,5969,Webster Elementary School,42,11.44%,34,9.26%,367
5495,Triton School Corporation,,,15,1.69%,73,8.25%,885
5495,Triton School Corporation,5922,Triton Elementary School,8,1.66%,43,8.92%,482
5495,Triton School Corporation,5923,Triton Jr-Sr High School,7,1.74%,30,7.44%,403
5520,Shoals Community School Corp,,,0,0.00%,158,26.87%,588
5520,Shoals Community School Corp,5985,Shoals Community Jr-Sr High School,0,0.00%,55,20.68%,266
5520,Shoals Community School Corp,5989,Shoals Community Elementary School,0,0.00%,103,31.99%,322
5525,Loogootee Community Sch Corp,,,1,0.12%,143,17.72%,807
5525,Loogootee Community Sch Corp,5997,Loogootee Elementary School,1,0.38%,45,16.92%,266
5525,Loogootee Community Sch Corp,6001,Loogootee Middle School,0,0.00%,56,21.54%,260
5525,Loogootee Community Sch Corp,6003,Loogootee High School,0,0.00%,42,14.95%,281
5615,Maconaquah School Corp,,,31,1.34%,377,16.25%,2320
5615,Maconaquah School Corp,6012,Pipe Creek Elementary School,8,2.29%,52,14.90%,349
5615,Maconaquah School Corp,6032,Maconaquah High School,7,1.05%,73,10.96%,666
5615,Maconaquah School Corp,6033,Maconaquah Middle School,7,1.24%,113,20.07%,563
5615,Maconaquah School Corp,6035,Maconaquah Elementary School,9,1.21%,139,18.73%,742
5620,North Miami Community Schools,,,4,0.42%,163,17.01%,958
5620,North Miami Community Schools,6049,North Miami Middle/High School,1,0.22%,79,17.67%,447
5620,North Miami Community Schools,6051,North Miami Elementary School,3,0.59%,84,16.44%,511
5625,Oak Hill United School Corp,,,28,1.62%,204,11.83%,1724
5625,Oak Hill United School Corp,2305,Oak Hill Junior High School,3,1.02%,30,10.20%,294
5625,Oak Hill United School Corp,2306,Swayzee Elementary School,4,1.50%,43,16.10%,267
5625,Oak Hill United School Corp,6069,Oak Hill High School,6,1.17%,65,12.72%,511
5625,Oak Hill United School Corp,6073,Converse Elementary School,6,1.57%,40,10.44%,383
5625,Oak Hill United School Corp,6081,Sweetser Elementary School,9,3.35%,26,9.67%,269
5635,Peru Community Schools,,,11,0.52%,312,14.74%,2116
5635,Peru Community Schools,6085,Peru High School,5,0.75%,98,14.69%,667
5635,Peru Community Schools,6089,Peru Junior High School,1,0.30%,52,15.38%,338
5635,Peru Community Schools,6093,Blair Pointe Upper Elementary,3,0.49%,102,16.78%,608
5635,Peru Community Schools,6097,Elmwood Primary Learning Center,2,0.40%,60,11.93%,503
5705,Richland-Bean Blossom C S C,,,11,0.39%,480,17.09%,2808
5705,Richland-Bean Blossom C S C,6117,Stinesville Elementary School,0,0.00%,30,20.13%,149
5705,Richland-Bean Blossom C S C,6144,Edgewood Early Childhood Center,0,0.00%,31,33.70%,92
5705,Richland-Bean Blossom C S C,6146,Edgewood High School,2,0.24%,103,12.61%,817
5705,Richland-Bean Blossom C S C,6147,Edgewood Junior High School,0,0.00%,104,16.99%,612
5705,Richland-Bean Blossom C S C,6151,Edgewood Primary School,5,0.87%,106,18.40%,576
5705,Richland-Bean Blossom C S C,6153,Edgewood Intermediate School,4,0.71%,106,18.86%,562
5740,Monroe County Community Sch Corp,,,307,2.76%,1670,15.02%,11122
5740,Monroe County Community Sch Corp,6123,Unionville Elementary School,0,0.00%,28,12.73%,220
5740,Monroe County Community Sch Corp,6134,Lakeview Elementary School,1,0.20%,74,14.80%,500
5740,Monroe County Community Sch Corp,6157,Grandview Elementary School,6,1.36%,113,25.57%,442
5740,Monroe County Community Sch Corp,6162,Highland Park Elementary School,6,1.61%,90,24.19%,372
5740,Monroe County Community Sch Corp,6164,Summit Elementary School,17,3.13%,107,19.71%,543
5740,Monroe County Community Sch Corp,6166,Bloomington High School South,16,0.93%,211,12.30%,1715
5740,Monroe County Community Sch Corp,6168,Bloomington High School North,31,1.88%,220,13.32%,1652
5740,Monroe County Community Sch Corp,6170,Tri-North Middle School,8,1.49%,77,14.31%,538
5740,Monroe County Community Sch Corp,6172,Lora L Batchelor Middle School,3,0.59%,73,14.40%,507
5740,Monroe County Community Sch Corp,6173,Binford Elementary School,26,4.85%,73,13.62%,536
5740,Monroe County Community Sch Corp,6181,Arlington Heights Elementary Sch,11,3.48%,49,15.51%,316
5740,Monroe County Community Sch Corp,6187,Childs Elementary School,6,1.18%,52,10.26%,507
5740,Monroe County Community Sch Corp,6189,Clear Creek Elementary School,0,0.00%,90,21.13%,426
5740,Monroe County Community Sch Corp,6197,Fairview Elementary School,5,1.52%,69,20.97%,329
5740,Monroe County Community Sch Corp,6202,The Acad of Sci & Entrepreneurship,0,0.00%,19,17.43%,109
5740,Monroe County Community Sch Corp,6213,Marlin Elementary School,0,0.00%,30,13.70%,219
5740,Monroe County Community Sch Corp,6217,Rogers Elementary School,53,13.98%,32,8.44%,379
5740,Monroe County Community Sch Corp,6220,Bloomington Graduation School,0,0.00%,12,20.34%,59
5740,Monroe County Community Sch Corp,6223,Jackson Creek Middle School,12,2.14%,71,12.66%,561
5740,Monroe County Community Sch Corp,6225,Templeton Elementary School,16,3.01%,100,18.80%,532
5740,Monroe County Community Sch Corp,6226,University Elementary School,90,13.64%,80,12.12%,660
5835,North Montgomery Com Sch Corp,,,31,1.63%,355,18.65%,1903
5835,North Montgomery Com Sch Corp,6240,Pleasant Hill Elementary School,1,0.33%,61,20.13%,303
5835,North Montgomery Com Sch Corp,6243,Lester B Sommer Elementary School,19,6.57%,57,19.72%,289
5835,North Montgomery Com Sch Corp,6244,Northridge Middle School,4,0.99%,97,23.95%,405
5835,North Montgomery Com Sch Corp,6246,Sugar Creek Elementary School,2,0.70%,59,20.63%,286
5835,North Montgomery Com Sch Corp,6271,North Montgomery High School,5,0.81%,81,13.06%,620
5845,South Montgomery Com Sch Corp,,,3,0.18%,300,17.86%,1680
5845,South Montgomery Com Sch Corp,6233,Ladoga Elementary School,2,0.91%,50,22.83%,219
5845,South Montgomery Com Sch Corp,6257,Southmont Sr High School,0,0.00%,92,16.73%,550
5845,South Montgomery Com Sch Corp,6258,Walnut Elementary School,0,0.00%,25,15.24%,164
5845,South Montgomery Com Sch Corp,6261,Southmont Jr High School,0,0.00%,44,17.96%,245
5845,South Montgomery Com Sch Corp,6269,New Market Elementary School,1,0.20%,89,17.73%,502
5855,Crawfordsville Community Schools,,,170,6.63%,557,21.71%,2566
5855,Crawfordsville Community Schools,6277,Crawfordsville Sr High School,30,4.27%,123,17.52%,702
5855,Crawfordsville Community Schools,6281,Crawfordsville Middle School,26,4.80%,152,28.04%,542
5855,Crawfordsville Community Schools,6289,Mollie B Hoover Elementary School,17,4.67%,77,21.15%,364
5855,Crawfordsville Community Schools,6293,Laura Hose Elementary School,43,10.17%,75,17.73%,423
5855,Crawfordsville Community Schools,6301,Meredith Nicholson Elementary Sch,54,13.71%,64,16.24%,394
5855,Crawfordsville Community Schools,6305,Anna Willson School,0,0.00%,66,46.81%,141
5900,Monroe-Gregg School District,,,3,0.19%,229,14.84%,1543
5900,Monroe-Gregg School District,6315,Monrovia Middle School,1,0.28%,54,15.21%,355
5900,Monroe-Gregg School District,6321,Monrovia High School,2,0.38%,62,11.76%,527
5900,Monroe-Gregg School District,6323,Monrovia Elementary School,0,0.00%,113,17.10%,661
5910,Eminence Community School Corp,,,0,0.00%,75,19.95%,376
5910,Eminence Community School Corp,6325,Eminence Jr-Sr High School,0,0.00%,41,18.64%,220
5910,Eminence Community School Corp,6327,Eminence Elementary School,0,0.00%,34,21.79%,156
5925,M S D Martinsville Schools,,,19,0.41%,766,16.49%,4645
5925,M S D Martinsville Schools,6309,Green Township Elementary School,0,0.00%,33,14.67%,225
5925,M S D Martinsville Schools,6329,Martinsville High School,8,0.53%,217,14.32%,1515
5925,M S D Martinsville Schools,6332,John R. Wooden Middle School,4,0.54%,135,18.22%,741
5925,M S D Martinsville Schools,6334,Bell Intermediate Academy,0,0.00%,62,17.97%,345
5925,M S D Martinsville Schools,6337,Brooklyn Elementary School,2,0.97%,34,16.50%,206
5925,M S D Martinsville Schools,6341,Centerton Elementary School,1,0.46%,36,16.44%,219
5925,M S D Martinsville Schools,6344,South Elementary School,3,0.80%,76,20.38%,373
5925,M S D Martinsville Schools,6349,Charles L Smith Elementary School,0,0.00%,48,12.80%,375
5925,M S D Martinsville Schools,6357,Paragon Elementary School,0,0.00%,46,18.55%,248
5925,M S D Martinsville Schools,6361,Poston Road Elementary School,1,0.25%,79,19.85%,398
5930,Mooresville Con School Corp,,,12,0.27%,612,13.75%,4452
5930,Mooresville Con School Corp,6369,Mooresville High School,6,0.43%,115,8.20%,1402
5930,Mooresville Con School Corp,6373,Paul Hadley Middle School,0,0.00%,79,11.30%,699
5930,Mooresville Con School Corp,6375,Neil Armstrong Elementary School,2,0.37%,100,18.62%,537
5930,Mooresville Con School Corp,6381,Newby Memorial Elementary School,0,0.00%,61,18.26%,334
5930,Mooresville Con School Corp,6385,North Madison Elementary School,3,0.47%,94,14.64%,642
5930,Mooresville Con School Corp,6387,Northwood Elementary School,1,0.19%,70,13.41%,522
5930,Mooresville Con School Corp,6393,Waverly Elementary School,0,0.00%,93,29.43%,316
5945,North Newton School Corp,,,18,1.30%,212,15.28%,1387
5945,North Newton School Corp,6397,Morocco Elementary School,6,3.45%,21,12.07%,174
5945,North Newton School Corp,6405,Lake Village Elementary School,0,0.00%,30,13.82%,217
5945,North Newton School Corp,6409,Lincoln Elementary School,8,2.33%,64,18.60%,344
5945,North Newton School Corp,6411,North Newton Jr-Sr High School,4,0.61%,97,14.88%,652
5995,South Newton School Corp,,,42,4.93%,144,16.90%,852
5995,South Newton School Corp,6417,South Newton Senior High School,3,1.36%,26,11.82%,220
5995,South Newton School Corp,6431,South Newton Elementary School,32,7.39%,83,19.17%,433
5995,South Newton School Corp,6433,South Newton Middle School,7,3.52%,35,17.59%,199
6055,Central Noble Com School Corp,,,2,0.16%,210,17.21%,1220
6055,Central Noble Com School Corp,6442,Wolf Lake Elementary School,1,0.40%,51,20.32%,251
6055,Central Noble Com School Corp,6453,Central Noble Junior Senior HS,0,0.00%,106,15.82%,670
6055,Central Noble Com School Corp,6454,Albion Elementary School,1,0.33%,53,17.73%,299
6060,East Noble School Corporation,,,119,3.24%,692,18.81%,3678
6060,East Noble School Corporation,6457,Avilla Elementary School,3,0.70%,82,19.07%,430
6060,East Noble School Corporation,6458,East Noble High School,23,1.82%,207,16.36%,1265
6060,East Noble School Corporation,6461,East Noble Middle School,21,3.76%,108,19.32%,559
6060,East Noble School Corporation,6465,Rome City Elementary School,48,14.59%,54,16.41%,329
6060,East Noble School Corporation,6477,North Side Elementary School,9,2.52%,78,21.85%,357
6060,East Noble School Corporation,6478,South Side Elementary School,13,3.02%,96,22.27%,431
6060,East Noble School Corporation,6485,Wayne Center Elem School,2,0.65%,67,21.82%,307
6065,West Noble School Corporation,,,440,18.32%,295,12.28%,2402
6065,West Noble School Corporation,6489,West Noble High School,75,10.27%,78,10.68%,730
6065,West Noble School Corporation,6491,West Noble Primary School,140,35.90%,51,13.08%,390
6065,West Noble School Corporation,6509,West Noble Middle School,84,11.93%,101,14.35%,704
6065,West Noble School Corporation,6510,West Noble Elementary School,141,24.39%,65,11.25%,578
6080,Rising Sun-Ohio Co Com,,,2,0.26%,133,17.27%,770
6080,Rising Sun-Ohio Co Com,6511,Ohio County Elementary School,2,0.57%,50,14.33%,349
6080,Rising Sun-Ohio Co Com,6512,Ohio County Middle School,0,0.00%,46,24.47%,188
6080,Rising Sun-Ohio Co Com,6513,Rising Sun High School,0,0.00%,37,15.88%,233
6145,Orleans Community Schools,,,1,0.12%,164,20.02%,819
6145,Orleans Community Schools,6573,Orleans Jr-Sr High School,0,0.00%,66,19.08%,346
6145,Orleans Community Schools,6577,Orleans Elementary School,1,0.21%,98,20.72%,473
6155,Paoli Community School Corp,,,3,0.21%,254,17.58%,1445
6155,Paoli Community School Corp,6581,Paoli Jr & Sr High School,3,0.44%,111,16.20%,685
6155,Paoli Community School Corp,6587,Throop Elementary School,0,0.00%,143,18.82%,760
6160,Springs Valley Com School Corp,,,3,0.35%,163,19.15%,851
6160,Springs Valley Com School Corp,6589,Springs Valley Comm High School,3,0.65%,76,16.34%,465
6160,Springs Valley Com School Corp,6591,Springs Valley Elementary School,0,0.00%,87,22.54%,386
6195,Spencer-Owen Community Schools,,,5,0.19%,563,21.77%,2586
6195,Spencer-Owen Community Schools,6597,Owen Valley Middle School,0,0.00%,76,20.05%,379
6195,Spencer-Owen Community Schools,6601,Patricksburg Elementary School,0,0.00%,52,29.55%,176
6195,Spencer-Owen Community Schools,6605,Gosport Elementary School,0,0.00%,40,22.35%,179
6195,Spencer-Owen Community Schools,6613,Owen Valley Community High School,3,0.37%,131,16.11%,813
6195,Spencer-Owen Community Schools,6617,Spencer Elementary School,2,0.29%,173,25.26%,685
6195,Spencer-Owen Community Schools,6619,McCormick's Creek Elementary Sch,0,0.00%,91,25.71%,354
6260,Southwest Parke Com Sch Corp,,,2,0.20%,212,20.85%,1017
6260,Southwest Parke Com Sch Corp,6621,Rosedale Elementary School,0,0.00%,48,15.48%,310
6260,Southwest Parke Com Sch Corp,6627,Riverton Parke Jr-Sr High School,0,0.00%,106,22.32%,475
6260,Southwest Parke Com Sch Corp,6629,Montezuma Elementary School,2,0.86%,58,25.00%,232
6325,Perry Central Com Schools Corp,,,0,0.00%,173,13.67%,1266
6325,Perry Central Com Schools Corp,6705,Perry Central Elementary School,0,0.00%,102,14.55%,701
6325,Perry Central Com Schools Corp,6708,Perry Central Jr-Sr High School,0,0.00%,71,12.57%,565
6340,Cannelton City Schools,,,0,0.00%,54,20.85%,259
6340,Cannelton City Schools,6733,Cannelton Elementary & High School,0,0.00%,54,20.85%,259
6350,Tell City-Troy Twp School Corp,,,9,0.61%,249,16.97%,1467
6350,Tell City-Troy Twp School Corp,6741,Tell City Jr-Sr High School,2,0.31%,91,14.17%,642
6350,Tell City-Troy Twp School Corp,6745,William Tell Elementary School,7,0.85%,158,19.15%,825
6375,North Central Parke Comm Schl Corp,,,2,0.16%,257,21.01%,1223
6375,North Central Parke Comm Schl Corp,6637,Rockville Jr-Sr High School,0,0.00%,67,19.25%,348
6375,North Central Parke Comm Schl Corp,6645,Rockville Elementary School,0,0.00%,72,19.05%,378
6375,North Central Parke Comm Schl Corp,6647,Turkey Run Elementary School,2,0.73%,61,22.18%,275
6375,North Central Parke Comm Schl Corp,6649,Turkey Run Jr-Sr High School,0,0.00%,57,25.68%,222
6445,Pike County School Corp,,,7,0.37%,380,20.33%,1869
6445,Pike County School Corp,6763,Pike Central High School,1,0.17%,110,18.55%,593
6445,Pike County School Corp,6768,Pike Central Middle School,1,0.24%,74,17.58%,421
6445,Pike County School Corp,6808,Winslow Elementary School,4,1.14%,84,24.00%,350
6445,Pike County School Corp,6809,Petersburg Elementary School,1,0.20%,112,22.18%,505
6460,M S D Boone Township,,,2,0.17%,173,14.93%,1159
6460,M S D Boone Township,6813,Hebron High School,1,0.27%,48,12.97%,370
6460,M S D Boone Township,6814,Hebron Middle School,0,0.00%,40,15.15%,264
6460,M S D Boone Township,6815,Hebron Elementary School,1,0.19%,85,16.19%,525
6470,Duneland School Corporation,,,38,0.65%,943,16.14%,5842
6470,Duneland School Corporation,6817,Jackson Elementary School,2,0.71%,36,12.81%,281
6470,Duneland School Corporation,6819,Brummitt Elementary School,3,0.90%,68,20.42%,333
6470,Duneland School Corporation,6821,Liberty Intermediate School,0,0.00%,64,18.03%,355
6470,Duneland School Corporation,6823,Liberty Elementary School,4,0.80%,78,15.63%,499
6470,Duneland School Corporation,6925,Chesterton Senior High School,7,0.34%,319,15.36%,2077
6470,Duneland School Corporation,6927,Westchester Intermediate School,5,0.93%,93,17.29%,538
6470,Duneland School Corporation,6928,Bailly Elementary School,9,2.15%,62,14.80%,419
6470,Duneland School Corporation,6930,Chesterton Middle School,2,0.20%,166,16.87%,984
6470,Duneland School Corporation,6941,Newton Yost Elementary School,6,1.69%,57,16.01%,356
6510,East Porter County School Corp,,,11,0.44%,346,13.95%,2480
6510,East Porter County School Corp,6825,Morgan Township Middle/High School,3,0.71%,78,18.48%,422
6510,East Porter County School Corp,6828,Morgan Township Elementary School,2,0.58%,55,15.85%,347
6510,East Porter County School Corp,6833,Kouts Middle/High School,0,0.00%,46,9.48%,485
6510,East Porter County School Corp,6835,Kouts Elementary School,0,0.00%,48,12.87%,373
6510,East Porter County School Corp,6849,Washington Twp Middle/High School,5,1.03%,69,14.23%,485
