CORP,CORP_NAME,SCHL_NAME_CODE,SCHL_NAME,ENR_ELL_N,ENR_ELL_RATIO,ENR_SPEC_ED_N,ENR_SPEC_ED_RATIO,ENROLLMENT_N
6510,East Porter County School Corp,6852,Washington Twp Elementary School,1,0.27%,50,13.59%,368
6520,Porter Township School Corp,,,9,0.66%,265,19.49%,1360
6520,Porter Township School Corp,6837,Boone Grove Elementary School,1,0.52%,41,21.35%,192
6520,Porter Township School Corp,6838,Boone Grove High School,1,0.20%,97,19.28%,503
6520,Porter Township School Corp,6839,Boone Grove Middle School,3,0.94%,61,19.18%,318
6520,Porter Township School Corp,6840,Porter Lakes Elementary School,4,1.15%,66,19.02%,347
6530,Union Township School Corp,,,8,0.55%,232,15.95%,1455
6530,Union Township School Corp,6841,Wheeler High School,4,0.72%,70,12.66%,553
6530,Union Township School Corp,6843,Union Township Middle School,0,0.00%,61,17.99%,339
6530,Union Township School Corp,6845,Union Center Elementary School,1,0.29%,41,11.92%,344
6530,Union Township School Corp,6846,John Simatovich Elementary School,3,1.37%,60,27.40%,219
6550,Portage Township Schools,,,130,1.68%,1239,16.06%,7717
6550,Portage Township Schools,6853,Portage High School,21,0.83%,371,14.66%,2531
6550,Portage Township Schools,6857,Wallace Aylesworth Elementary,7,1.45%,77,15.94%,483
6550,Portage Township Schools,6859,William Fegely Middle School,13,1.88%,111,16.09%,690
6550,Portage Township Schools,6861,Crisman Elementary School,6,1.35%,77,17.26%,446
6550,Portage Township Schools,6865,Central Elementary School,14,2.71%,73,14.12%,517
6550,Portage Township Schools,6869,Ethel R Jones Elementary School,16,4.07%,59,15.01%,393
6550,Portage Township Schools,6871,Willowcreek Middle School,10,0.91%,220,20.07%,1096
6550,Portage Township Schools,6874,Rowena Kyle Elementary School,19,4.13%,72,15.65%,460
6550,Portage Township Schools,6876,Paul Saylor Elementary School,8,2.34%,64,18.71%,342
6550,Portage Township Schools,6877,George L Myers Elementary School,9,2.33%,39,10.08%,387
6550,Portage Township Schools,6879,South Haven Elementary School,7,1.88%,76,20.43%,372
6560,Valparaiso Community Schools,,,148,2.36%,896,14.31%,6261
6560,Valparaiso Community Schools,6881,Valparaiso High School,19,0.91%,252,12.10%,2082
6560,Valparaiso Community Schools,6885,Benjamin Franklin Middle School,11,1.51%,103,14.13%,729
6560,Valparaiso Community Schools,6887,Thomas Jefferson Middle School,15,2.40%,106,16.96%,625
6560,Valparaiso Community Schools,6888,Thomas Jefferson Elementary School,24,7.89%,47,15.46%,304
6560,Valparaiso Community Schools,6891,Central Elementary School,22,6.09%,32,8.86%,361
6560,Valparaiso Community Schools,6893,Flint Lake Elementary School,13,2.31%,101,17.97%,562
6560,Valparaiso Community Schools,6897,Cooks Corners Elementary School,12,4.27%,45,16.01%,281
6560,Valparaiso Community Schools,6909,Hayes Leonard Elementary School,4,1.12%,76,21.29%,357
6560,Valparaiso Community Schools,6913,Memorial Elementary School,5,1.46%,49,14.29%,343
6560,Valparaiso Community Schools,6917,Northview Elementary School,4,1.19%,39,11.61%,336
6560,Valparaiso Community Schools,6921,Parkview Elementary School,19,6.76%,46,16.37%,281
6590,M S D Mount Vernon,,,11,0.53%,491,23.53%,2087
6590,M S D Mount Vernon,6949,Mount Vernon High School,2,0.30%,143,21.67%,660
6590,M S D Mount Vernon,6953,Mount Vernon Jr High School,4,0.86%,99,21.29%,465
6590,M S D Mount Vernon,6961,West Elementary School,4,1.07%,110,29.49%,373
6590,M S D Mount Vernon,6965,Farmersville Elementary School,0,0.00%,81,29.56%,274
6590,M S D Mount Vernon,6969,Marrs Elementary School,1,0.32%,58,18.41%,315
6600,M S D North Posey Co Schools,,,2,0.13%,295,19.81%,1489
6600,M S D North Posey Co Schools,6973,North Posey Junior High School,0,0.00%,35,16.91%,207
6600,M S D North Posey Co Schools,6975,North Posey High School,2,0.40%,94,18.88%,498
6600,M S D North Posey Co Schools,6985,North Elementary School,0,0.00%,110,24.83%,443
6600,M S D North Posey Co Schools,6989,South Terrace Elementary,0,0.00%,56,16.42%,341
6620,Eastern Pulaski Community Sch Corp,,,0,0.00%,179,14.27%,1254
6620,Eastern Pulaski Community Sch Corp,6994,Eastern Pulaski Elementary School,0,0.00%,99,16.28%,608
6620,Eastern Pulaski Community Sch Corp,6996,Winamac Community Middle School,0,0.00%,37,13.75%,269
6620,Eastern Pulaski Community Sch Corp,6997,Winamac Community High School,0,0.00%,43,11.41%,377
6630,West Central School Corp,,,7,0.85%,151,18.33%,824
6630,West Central School Corp,7025,West Central Senior High School,3,1.05%,52,18.18%,286
6630,West Central School Corp,7027,West Central Elementary School,4,1.14%,67,19.14%,350
6630,West Central School Corp,7031,West Central Middle School,0,0.00%,32,17.02%,188
6705,South Putnam Community Schools,,,4,0.35%,187,16.48%,1135
6705,South Putnam Community Schools,7055,Central Elementary School,0,0.00%,72,20.40%,353
6705,South Putnam Community Schools,7056,South Putnam Middle School,0,0.00%,43,15.19%,283
6705,South Putnam Community Schools,7057,Fillmore Elementary School,3,2.21%,32,23.53%,136
6705,South Putnam Community Schools,7071,South Putnam High School,1,0.28%,40,11.02%,363
6715,North Putnam Community Schools,,,0,0.00%,258,17.76%,1453
6715,North Putnam Community Schools,7041,Bainbridge Elementary School,0,0.00%,100,23.53%,425
6715,North Putnam Community Schools,7045,Roachdale Elementary School,0,0.00%,40,18.26%,219
6715,North Putnam Community Schools,7049,North Putnam Middle School,0,0.00%,60,17.00%,353
6715,North Putnam Community Schools,7061,North Putnam Sr High School,0,0.00%,58,12.72%,456
6720,Old National Trail Spec Serv Coop,,,0,0.00%,20,100.00%,20
6720,Old National Trail Spec Serv Coop,7034,Old National Trail Spec Serv Coop,0,0.00%,20,100.00%,20
6750,Cloverdale Community Schools,,,0,0.00%,217,17.74%,1223
6750,Cloverdale Community Schools,7077,Cloverdale High School,0,0.00%,52,13.58%,383
6750,Cloverdale Community Schools,7082,Cloverdale Elementary School,0,0.00%,109,22.47%,485
6750,Cloverdale Community Schools,7085,Cloverdale Middle School,0,0.00%,56,15.77%,355
6755,Greencastle Community School Corp,,,23,1.19%,302,15.67%,1927
6755,Greencastle Community School Corp,7089,Greencastle Senior High School,0,0.00%,73,13.13%,556
6755,Greencastle Community School Corp,7093,Greencastle Middle School,6,1.46%,64,15.57%,411
6755,Greencastle Community School Corp,7102,Tzouanakis Intermediate School,6,1.35%,75,16.82%,446
6755,Greencastle Community School Corp,7105,Martha J Ridpath Elementary School,1,0.53%,20,10.53%,190
6755,Greencastle Community School Corp,7107,Deer Meadow Primary School,10,3.09%,70,21.60%,324
6795,Union School Corporation,,,1,0.39%,38,14.84%,256
6795,Union School Corporation,7117,Union Elementary School,0,0.00%,17,13.60%,125
6795,Union School Corporation,7119,Union Junior & High School,1,0.76%,21,16.03%,131
6805,Randolph Southern School Corp,,,13,2.48%,77,14.67%,525
6805,Randolph Southern School Corp,7113,Randolph Southern Elementary Sch,9,3.35%,43,15.99%,269
6805,Randolph Southern School Corp,7121,Randolph Southern Jr-Sr High Sch,4,1.56%,34,13.28%,256
6820,Monroe Central School Corp,,,0,0.00%,177,16.51%,1072
6820,Monroe Central School Corp,7151,Monroe Central Jr-Sr High School,0,0.00%,71,13.10%,542
6820,Monroe Central School Corp,7152,Monroe Central Elementary School,0,0.00%,106,20.00%,530
6825,Randolph Central School Corp,,,13,0.84%,313,20.26%,1545
6825,Randolph Central School Corp,7125,Winchester Community High School,2,0.45%,53,11.88%,446
6825,Randolph Central School Corp,7129,Lee L Driver Middle School,4,1.22%,66,20.18%,327
6825,Randolph Central School Corp,7133,O R Baker Elementary School,4,1.32%,97,31.91%,304
6825,Randolph Central School Corp,7145,Willard Elementary School,3,1.14%,53,20.15%,263
6825,Randolph Central School Corp,7146,Deerfield Elementary School,0,0.00%,44,21.46%,205
6835,Randolph Eastern School Corp,,,65,7.27%,152,17.00%,894
6835,Randolph Eastern School Corp,7161,Union City Community Jr/Sr High,12,2.87%,61,14.59%,418
6835,Randolph Eastern School Corp,7164,North Side Elementary School,53,11.13%,91,19.12%,476
6865,South Ripley Com Sch Corp,,,7,0.61%,209,18.30%,1142
6865,South Ripley Com Sch Corp,7174,South Ripley Junior High School,0,0.00%,41,20.30%,202
6865,South Ripley Com Sch Corp,7178,South Ripley Elementary School,4,0.68%,113,19.32%,585
6865,South Ripley Com Sch Corp,7182,South Ripley High School,3,0.85%,55,15.49%,355
6895,Batesville Community School Corp,,,29,1.34%,289,13.38%,2160
6895,Batesville Community School Corp,7217,Batesville High School,6,0.82%,94,12.79%,735
6895,Batesville Community School Corp,7218,Batesville Primary School,11,2.31%,62,13.00%,477
6895,Batesville Community School Corp,7219,Batesville Middle School,3,0.64%,66,14.07%,469
6895,Batesville Community School Corp,7229,Batesville Intermediate School,9,1.88%,67,13.99%,479
6900,Jac-Cen-Del Community Sch Corp,,,6,0.71%,151,17.83%,847
6900,Jac-Cen-Del Community Sch Corp,7193,Jac-Cen-Del MS/HS,6,1.46%,64,15.57%,411
6900,Jac-Cen-Del Community Sch Corp,7203,Jac-Cen-Del Elementary School,0,0.00%,87,19.95%,436
6910,Milan Community Schools,,,0,0.00%,176,15.30%,1150
6910,Milan Community Schools,7205,Milan High School,0,0.00%,52,12.62%,412
6910,Milan Community Schools,7207,Milan Middle School,0,0.00%,46,19.91%,231
6910,Milan Community Schools,7209,Milan Elementary School,0,0.00%,78,15.38%,507
6995,Rush County Schools,,,13,0.62%,291,13.78%,2111
6995,Rush County Schools,7233,Milroy Elementary School,0,0.00%,25,15.34%,163
6995,Rush County Schools,7253,Arlington Elementary School,1,0.49%,28,13.66%,205
6995,Rush County Schools,7271,Rushville Elementary School East,0,0.00%,36,11.80%,305
6995,Rush County Schools,7272,Rushville Elementary School West,6,1.87%,66,20.56%,321
6995,Rush County Schools,7285,Rushville Consolidated High School,5,0.67%,93,12.47%,746
6995,Rush County Schools,7290,Benjamin Rush Middle School,1,0.27%,43,11.59%,371
7150,John Glenn School Corporation,,,9,0.46%,241,12.38%,1946
7150,John Glenn School Corporation,5916,Harold C Urey Middle School,4,1.33%,39,12.96%,301
7150,John Glenn School Corporation,7453,John Glenn High School,3,0.52%,51,8.76%,582
7150,John Glenn School Corporation,7456,North Liberty School,0,0.00%,69,12.73%,542
7150,John Glenn School Corporation,7457,Walkerton Elementary School,2,0.38%,82,15.74%,521
7175,Penn-Harris-Madison School Corp,,,184,1.67%,1402,12.75%,10994
7175,Penn-Harris-Madison School Corp,7323,Walt Disney Elementary School,33,6.68%,49,9.92%,494
7175,Penn-Harris-Madison School Corp,7324,Prairie Vista Elementary School,10,2.00%,43,8.60%,500
7175,Penn-Harris-Madison School Corp,7329,Mary Frank Harris Elementary Sch,7,1.68%,69,16.59%,416
7175,Penn-Harris-Madison School Corp,7334,Schmucker Middle School,17,1.80%,118,12.53%,942
7175,Penn-Harris-Madison School Corp,7336,Virgil I Grissom Middle School,6,0.99%,97,15.95%,608
7175,Penn-Harris-Madison School Corp,7341,Madison Elementary School,0,0.00%,31,25.00%,124
7175,Penn-Harris-Madison School Corp,7353,Penn High School,48,1.35%,363,10.22%,3551
7175,Penn-Harris-Madison School Corp,7361,Elm Road Elementary School,7,1.28%,112,20.55%,545
7175,Penn-Harris-Madison School Corp,7365,Elsie Rogers Elementary School,7,1.97%,62,17.42%,356
7175,Penn-Harris-Madison School Corp,7372,Discovery Middle School,7,0.80%,97,11.02%,880
7175,Penn-Harris-Madison School Corp,7377,Moran Elementary School,8,1.85%,64,14.78%,433
7175,Penn-Harris-Madison School Corp,7379,Bittersweet Elementary School,3,0.58%,104,20.16%,516
7175,Penn-Harris-Madison School Corp,7383,Horizon Elementary School,8,1.22%,74,11.25%,658
7175,Penn-Harris-Madison School Corp,7386,Meadow's Edge Elementary School,9,2.37%,61,16.05%,380
7175,Penn-Harris-Madison School Corp,7390,Northpoint Elementary School,14,2.37%,58,9.81%,591
7200,School City of Mishawaka,,,62,1.16%,917,17.21%,5328
7200,School City of Mishawaka,7459,Fred J Hums Elementary School,0,0.00%,43,11.88%,362
7200,School City of Mishawaka,7461,Mishawaka High School,16,1.08%,194,13.10%,1481
7200,School City of Mishawaka,7465,John J Young Middle School,4,0.52%,135,17.69%,763
7200,School City of Mishawaka,7467,Oaklawn Campus Program,5,6.94%,64,88.89%,72
7200,School City of Mishawaka,7469,Battell Elementary School,8,2.89%,54,19.49%,277
7200,School City of Mishawaka,7473,Beiger Elementary School,4,0.63%,129,20.48%,630
7200,School City of Mishawaka,7478,Liberty Elementary School,13,2.60%,81,16.20%,500
7200,School City of Mishawaka,7481,Emmons Elementary School,3,0.73%,88,21.41%,411
7200,School City of Mishawaka,7485,Lasalle Elementary School,8,1.62%,86,17.37%,495
7200,School City of Mishawaka,7499,Twin Branch Elementary School,1,0.30%,43,12.76%,337
7205,South Bend Community School Corp,,,1547,8.54%,3347,18.48%,18110
7205,South Bend Community School Corp,7313,Hay Primary Center,25,6.46%,70,18.09%,387
7205,South Bend Community School Corp,7321,Greene Intermediate Center,17,8.33%,32,15.69%,204
7205,South Bend Community School Corp,7417,Warren Primary Center,52,16.40%,45,14.20%,317
7205,South Bend Community School Corp,7421,Clay High School,24,2.10%,216,18.90%,1143
7205,South Bend Community School Corp,7425,Clay Intermediate Center,14,3.43%,99,24.26%,408
7205,South Bend Community School Corp,7435,Darden Primary Center,12,2.49%,105,21.83%,481
7205,South Bend Community School Corp,7441,Swanson Primary Center,16,5.84%,51,18.61%,274
7205,South Bend Community School Corp,7505,Adams High School,163,9.09%,239,13.32%,1794
7205,South Bend Community School Corp,7510,Jackson Intermediate Center,22,4.89%,105,23.33%,450
7205,South Bend Community School Corp,7512,LaSalle Intermediate Academy,4,0.48%,47,5.62%,837
7205,South Bend Community School Corp,7513,Riley High School,55,4.40%,231,18.49%,1249
7205,South Bend Community School Corp,7517,Washington High School,69,7.62%,162,17.88%,906
7205,South Bend Community School Corp,7521,Brown Intermediate Center,89,20.60%,89,20.60%,432
7205,South Bend Community School Corp,7533,Coquillard Primary Center,59,13.44%,71,16.17%,439
7205,South Bend Community School Corp,7534,Rise Up Academy at Eggleston,12,6.32%,50,26.32%,190
7205,South Bend Community School Corp,7537,Edison Intermediate Center,18,4.41%,125,30.64%,408
7205,South Bend Community School Corp,7545,Harrison Primary Center,198,31.88%,130,20.93%,621
7205,South Bend Community School Corp,7546,Hamilton Traditional School,7,2.11%,94,28.40%,331
7205,South Bend Community School Corp,7549,Jefferson Intermediate Center,22,3.53%,111,17.82%,623
7205,South Bend Community School Corp,7555,Kennedy Primary Academy,62,9.76%,55,8.66%,635
7205,South Bend Community School Corp,7557,Lafayette Early Childhood Center,0,0.00%,3,9.68%,31
7205,South Bend Community School Corp,7559,Dickinson Fine Arts Academy,45,7.41%,131,21.58%,607
7205,South Bend Community School Corp,7561,Lincoln Primary Center,82,16.40%,89,17.80%,500
7205,South Bend Community School Corp,7569,McKinley Primary Center,81,20.00%,69,17.04%,405
7205,South Bend Community School Corp,7573,Madison Primary Center,58,11.58%,79,15.77%,501
7205,South Bend Community School Corp,7577,Marquette Montessori Academy,9,1.99%,63,13.91%,453
7205,South Bend Community School Corp,7581,Marshall Intermediate Center,9,2.37%,89,23.48%,379
7205,South Bend Community School Corp,7585,Monroe Primary Center,15,4.46%,55,16.37%,336
7205,South Bend Community School Corp,7588,Wilson Primary Center,103,25.25%,50,12.25%,408
7205,South Bend Community School Corp,7593,Muessel Primary Center,58,13.12%,84,19.00%,442
7205,South Bend Community School Corp,7597,Navarre Intermediate Center,111,20.07%,95,17.18%,553
7205,South Bend Community School Corp,7601,Nuner Primary Center,9,2.31%,84,21.59%,389
7205,South Bend Community School Corp,7605,South Bend SNAP,0,0.00%,113,71.97%,157
7205,South Bend Community School Corp,7613,Perley Fine Arts Academy,9,4.43%,36,17.73%,203
7205,South Bend Community School Corp,7617,Studebaker Center,8,3.15%,133,52.36%,254
7205,South Bend Community School Corp,7621,Tarkington Traditional Center,10,2.96%,43,12.72%,338
7205,South Bend Community School Corp,7632,Juvenile Justice Center,0,0.00%,4,16.00%,25
7215,Union-North United School Corp,,,8,0.70%,154,13.57%,1135
7215,Union-North United School Corp,7399,LaVille Jr-Sr High School,3,0.54%,72,12.97%,555
7215,Union-North United School Corp,7400,LaVille Elementary School,5,0.86%,82,14.14%,580
7230,Scott County School District 1,,,6,0.52%,208,17.90%,1162
7230,Scott County School District 1,7629,Austin High School,1,0.25%,83,21.07%,394
7230,Scott County School District 1,7630,Austin Elementary School,5,0.98%,81,15.91%,509
7230,Scott County School District 1,7631,Austin Middle School,0,0.00%,44,16.99%,259
7255,Scott County School District 2,,,16,0.59%,487,17.94%,2715
7255,Scott County School District 2,7633,Johnson Elementary School,2,0.73%,83,30.18%,275
7255,Scott County School District 2,7637,Lexington Elementary School,0,0.00%,30,14.29%,210
7255,Scott County School District 2,7641,Scottsburg Senior High School,2,0.25%,143,17.55%,815
7255,Scott County School District 2,7645,Scottsburg Middle School,6,0.96%,119,19.01%,626
7255,Scott County School District 2,7649,Scottsburg Elem School,5,1.11%,71,15.78%,450
7255,Scott County School District 2,7653,Vienna-Finley Elementary School,1,0.29%,41,12.09%,339
7285,Shelby Eastern Schools,,,6,0.51%,202,17.00%,1188
7285,Shelby Eastern Schools,7661,Morristown Jr-Sr High School,1,0.28%,55,15.67%,351
7285,Shelby Eastern Schools,7663,Morristown Elementary School,3,1.11%,60,22.14%,271
7285,Shelby Eastern Schools,7665,Waldron Jr-Sr High School,0,0.00%,32,10.96%,292
7285,Shelby Eastern Schools,7667,Waldron Elementary School,2,0.73%,55,20.07%,274
7350,Northwestern Con School Corp,,,2,0.13%,219,14.70%,1490
7350,Northwestern Con School Corp,7689,Triton Central High School,1,0.21%,59,12.58%,469
7350,Northwestern Con School Corp,7691,Triton Central Elementary School,0,0.00%,92,15.44%,596
7350,Northwestern Con School Corp,7697,Triton Central Middle School,1,0.24%,68,16.00%,425
7360,Southwestern Con Sch Shelby Co,,,2,0.34%,77,12.90%,597
7360,Southwestern Con Sch Shelby Co,7701,Southwestern High School,2,0.63%,40,12.50%,320
7360,Southwestern Con Sch Shelby Co,7703,Southwestern Elementary School,0,0.00%,37,13.36%,277
7365,Shelbyville Central Schools,,,244,6.00%,617,15.16%,4069
7365,Shelbyville Central Schools,7671,Especially Kidz Health & Rehab Cnt,3,8.11%,36,97.30%,37
