CORP_NAME_CODE1,CORP_NAME1,SCHL_NAME_CODE,SCHL_NAME,GRADE,ENROLLMENT_N,ENROLLMENT_N1
9215,Diocese of Evansville,A665,Washington Catholic Elementary Sch,Grade 9,,187
9215,Diocese of Evansville,A665,Washington Catholic Elementary Sch,Grade 10,,187
9215,Diocese of Evansville,A665,Washington Catholic Elementary Sch,Grade 11,,187
9215,Diocese of Evansville,A665,Washington Catholic Elementary Sch,Grade 12,,187
9215,Diocese of Evansville,A665,Washington Catholic Elementary Sch,Grade 12+/Adult,,187
9215,Diocese of Evansville,A871,Holy Trinity Catholic School,Pre-Kindergarten,,350
9215,Diocese of Evansville,A871,Holy Trinity Catholic School,Kindergarten,47,350
9215,Diocese of Evansville,A871,Holy Trinity Catholic School,Grade 1,45,350
9215,Diocese of Evansville,A871,Holy Trinity Catholic School,Grade 2,58,350
9215,Diocese of Evansville,A871,Holy Trinity Catholic School,Grade 3,41,350
9215,Diocese of Evansville,A871,Holy Trinity Catholic School,Grade 4,49,350
9215,Diocese of Evansville,A871,Holy Trinity Catholic School,Grade 5,39,350
9215,Diocese of Evansville,A871,Holy Trinity Catholic School,Grade 6,32,350
9215,Diocese of Evansville,A871,Holy Trinity Catholic School,Grade 7,20,350
9215,Diocese of Evansville,A871,Holy Trinity Catholic School,Grade 8,19,350
9215,Diocese of Evansville,A871,Holy Trinity Catholic School,Grade 9,,350
9215,Diocese of Evansville,A871,Holy Trinity Catholic School,Grade 10,,350
9215,Diocese of Evansville,A871,Holy Trinity Catholic School,Grade 11,,350
9215,Diocese of Evansville,A871,Holy Trinity Catholic School,Grade 12,,350
9215,Diocese of Evansville,A871,Holy Trinity Catholic School,Grade 12+/Adult,,350
9215,Diocese of Evansville,B105,St Joseph School,Pre-Kindergarten,36,143
9215,Diocese of Evansville,B105,St Joseph School,Kindergarten,24,143
9215,Diocese of Evansville,B105,St Joseph School,Grade 1,15,143
9215,Diocese of Evansville,B105,St Joseph School,Grade 2,20,143
9215,Diocese of Evansville,B105,St Joseph School,Grade 3,17,143
9215,Diocese of Evansville,B105,St Joseph School,Grade 4,12,143
9215,Diocese of Evansville,B105,St Joseph School,Grade 5,19,143
9215,Diocese of Evansville,B105,St Joseph School,Grade 6,,143
9215,Diocese of Evansville,B105,St Joseph School,Grade 7,,143
9215,Diocese of Evansville,B105,St Joseph School,Grade 8,,143
9215,Diocese of Evansville,B105,St Joseph School,Grade 9,,143
9215,Diocese of Evansville,B105,St Joseph School,Grade 10,,143
9215,Diocese of Evansville,B105,St Joseph School,Grade 11,,143
9215,Diocese of Evansville,B105,St Joseph School,Grade 12,,143
9215,Diocese of Evansville,B105,St Joseph School,Grade 12+/Adult,,143
9215,Diocese of Evansville,B115,Holy Cross School,Pre-Kindergarten,55,145
9215,Diocese of Evansville,B115,Holy Cross School,Kindergarten,12,145
9215,Diocese of Evansville,B115,Holy Cross School,Grade 1,18,145
9215,Diocese of Evansville,B115,Holy Cross School,Grade 2,20,145
9215,Diocese of Evansville,B115,Holy Cross School,Grade 3,11,145
9215,Diocese of Evansville,B115,Holy Cross School,Grade 4,15,145
9215,Diocese of Evansville,B115,Holy Cross School,Grade 5,14,145
9215,Diocese of Evansville,B115,Holy Cross School,Grade 6,,145
9215,Diocese of Evansville,B115,Holy Cross School,Grade 7,,145
9215,Diocese of Evansville,B115,Holy Cross School,Grade 8,,145
9215,Diocese of Evansville,B115,Holy Cross School,Grade 9,,145
9215,Diocese of Evansville,B115,Holy Cross School,Grade 10,,145
9215,Diocese of Evansville,B115,Holy Cross School,Grade 11,,145
9215,Diocese of Evansville,B115,Holy Cross School,Grade 12,,145
9215,Diocese of Evansville,B115,Holy Cross School,Grade 12+/Adult,,145
9215,Diocese of Evansville,B120,Saint James School,Pre-Kindergarten,42,215
9215,Diocese of Evansville,B120,Saint James School,Kindergarten,18,215
9215,Diocese of Evansville,B120,Saint James School,Grade 1,14,215
9215,Diocese of Evansville,B120,Saint James School,Grade 2,17,215
9215,Diocese of Evansville,B120,Saint James School,Grade 3,14,215
9215,Diocese of Evansville,B120,Saint James School,Grade 4,14,215
9215,Diocese of Evansville,B120,Saint James School,Grade 5,19,215
9215,Diocese of Evansville,B120,Saint James School,Grade 6,32,215
9215,Diocese of Evansville,B120,Saint James School,Grade 7,22,215
9215,Diocese of Evansville,B120,Saint James School,Grade 8,23,215
9215,Diocese of Evansville,B120,Saint James School,Grade 9,,215
9215,Diocese of Evansville,B120,Saint James School,Grade 10,,215
9215,Diocese of Evansville,B120,Saint James School,Grade 11,,215
9215,Diocese of Evansville,B120,Saint James School,Grade 12,,215
9215,Diocese of Evansville,B120,Saint James School,Grade 12+/Adult,,215
9215,Diocese of Evansville,B125,Saints Peter & Paul School,Pre-Kindergarten,,118
9215,Diocese of Evansville,B125,Saints Peter & Paul School,Kindergarten,29,118
9215,Diocese of Evansville,B125,Saints Peter & Paul School,Grade 1,16,118
9215,Diocese of Evansville,B125,Saints Peter & Paul School,Grade 2,20,118
9215,Diocese of Evansville,B125,Saints Peter & Paul School,Grade 3,13,118
9215,Diocese of Evansville,B125,Saints Peter & Paul School,Grade 4,22,118
9215,Diocese of Evansville,B125,Saints Peter & Paul School,Grade 5,18,118
9215,Diocese of Evansville,B125,Saints Peter & Paul School,Grade 6,,118
9215,Diocese of Evansville,B125,Saints Peter & Paul School,Grade 7,,118
9215,Diocese of Evansville,B125,Saints Peter & Paul School,Grade 8,,118
9215,Diocese of Evansville,B125,Saints Peter & Paul School,Grade 9,,118
9215,Diocese of Evansville,B125,Saints Peter & Paul School,Grade 10,,118
9215,Diocese of Evansville,B125,Saints Peter & Paul School,Grade 11,,118
9215,Diocese of Evansville,B125,Saints Peter & Paul School,Grade 12,,118
9215,Diocese of Evansville,B125,Saints Peter & Paul School,Grade 12+/Adult,,118
9215,Diocese of Evansville,B560,Rivet Middle & High School,Pre-Kindergarten,,151
9215,Diocese of Evansville,B560,Rivet Middle & High School,Kindergarten,,151
9215,Diocese of Evansville,B560,Rivet Middle & High School,Grade 1,,151
9215,Diocese of Evansville,B560,Rivet Middle & High School,Grade 2,,151
9215,Diocese of Evansville,B560,Rivet Middle & High School,Grade 3,,151
9215,Diocese of Evansville,B560,Rivet Middle & High School,Grade 4,,151
9215,Diocese of Evansville,B560,Rivet Middle & High School,Grade 5,,151
9215,Diocese of Evansville,B560,Rivet Middle & High School,Grade 6,18,151
9215,Diocese of Evansville,B560,Rivet Middle & High School,Grade 7,11,151
9215,Diocese of Evansville,B560,Rivet Middle & High School,Grade 8,24,151
9215,Diocese of Evansville,B560,Rivet Middle & High School,Grade 9,28,151
9215,Diocese of Evansville,B560,Rivet Middle & High School,Grade 10,23,151
9215,Diocese of Evansville,B560,Rivet Middle & High School,Grade 11,23,151
9215,Diocese of Evansville,B560,Rivet Middle & High School,Grade 12,24,151
9215,Diocese of Evansville,B560,Rivet Middle & High School,Grade 12+/Adult,,151
9215,Diocese of Evansville,B565,Flaget Elementary School,Pre-Kindergarten,67,262
9215,Diocese of Evansville,B565,Flaget Elementary School,Kindergarten,37,262
9215,Diocese of Evansville,B565,Flaget Elementary School,Grade 1,29,262
9215,Diocese of Evansville,B565,Flaget Elementary School,Grade 2,30,262
9215,Diocese of Evansville,B565,Flaget Elementary School,Grade 3,32,262
9215,Diocese of Evansville,B565,Flaget Elementary School,Grade 4,34,262
9215,Diocese of Evansville,B565,Flaget Elementary School,Grade 5,33,262
9215,Diocese of Evansville,B565,Flaget Elementary School,Grade 6,,262
9215,Diocese of Evansville,B565,Flaget Elementary School,Grade 7,,262
9215,Diocese of Evansville,B565,Flaget Elementary School,Grade 8,,262
9215,Diocese of Evansville,B565,Flaget Elementary School,Grade 9,,262
9215,Diocese of Evansville,B565,Flaget Elementary School,Grade 10,,262
9215,Diocese of Evansville,B565,Flaget Elementary School,Grade 11,,262
9215,Diocese of Evansville,B565,Flaget Elementary School,Grade 12,,262
9215,Diocese of Evansville,B565,Flaget Elementary School,Grade 12+/Adult,,262
9215,Diocese of Evansville,D095,St Matthew School,Pre-Kindergarten,,66
9215,Diocese of Evansville,D095,St Matthew School,Kindergarten,14,66
9215,Diocese of Evansville,D095,St Matthew School,Grade 1,12,66
9215,Diocese of Evansville,D095,St Matthew School,Grade 2,12,66
9215,Diocese of Evansville,D095,St Matthew School,Grade 3,10,66
9215,Diocese of Evansville,D095,St Matthew School,Grade 4,13,66
9215,Diocese of Evansville,D095,St Matthew School,Grade 5,5,66
9215,Diocese of Evansville,D095,St Matthew School,Grade 6,,66
9215,Diocese of Evansville,D095,St Matthew School,Grade 7,,66
9215,Diocese of Evansville,D095,St Matthew School,Grade 8,,66
9215,Diocese of Evansville,D095,St Matthew School,Grade 9,,66
9215,Diocese of Evansville,D095,St Matthew School,Grade 10,,66
9215,Diocese of Evansville,D095,St Matthew School,Grade 11,,66
9215,Diocese of Evansville,D095,St Matthew School,Grade 12,,66
9215,Diocese of Evansville,D095,St Matthew School,Grade 12+/Adult,,66
9215,Diocese of Evansville,D100,St Philip School,Pre-Kindergarten,,180
9215,Diocese of Evansville,D100,St Philip School,Kindergarten,17,180
9215,Diocese of Evansville,D100,St Philip School,Grade 1,18,180
9215,Diocese of Evansville,D100,St Philip School,Grade 2,20,180
9215,Diocese of Evansville,D100,St Philip School,Grade 3,17,180
9215,Diocese of Evansville,D100,St Philip School,Grade 4,15,180
9215,Diocese of Evansville,D100,St Philip School,Grade 5,26,180
9215,Diocese of Evansville,D100,St Philip School,Grade 6,23,180
9215,Diocese of Evansville,D100,St Philip School,Grade 7,25,180
9215,Diocese of Evansville,D100,St Philip School,Grade 8,19,180
9215,Diocese of Evansville,D100,St Philip School,Grade 9,,180
9215,Diocese of Evansville,D100,St Philip School,Grade 10,,180
9215,Diocese of Evansville,D100,St Philip School,Grade 11,,180
9215,Diocese of Evansville,D100,St Philip School,Grade 12,,180
9215,Diocese of Evansville,D100,St Philip School,Grade 12+/Adult,,180
9215,Diocese of Evansville,D105,Saint Wendel School,Pre-Kindergarten,36,184
9215,Diocese of Evansville,D105,Saint Wendel School,Kindergarten,22,184
9215,Diocese of Evansville,D105,Saint Wendel School,Grade 1,19,184
9215,Diocese of Evansville,D105,Saint Wendel School,Grade 2,22,184
9215,Diocese of Evansville,D105,Saint Wendel School,Grade 3,10,184
9215,Diocese of Evansville,D105,Saint Wendel School,Grade 4,15,184
9215,Diocese of Evansville,D105,Saint Wendel School,Grade 5,15,184
9215,Diocese of Evansville,D105,Saint Wendel School,Grade 6,17,184
9215,Diocese of Evansville,D105,Saint Wendel School,Grade 7,18,184
9215,Diocese of Evansville,D105,Saint Wendel School,Grade 8,10,184
9215,Diocese of Evansville,D105,Saint Wendel School,Grade 9,,184
9215,Diocese of Evansville,D105,Saint Wendel School,Grade 10,,184
9215,Diocese of Evansville,D105,Saint Wendel School,Grade 11,,184
9215,Diocese of Evansville,D105,Saint Wendel School,Grade 12,,184
9215,Diocese of Evansville,D105,Saint Wendel School,Grade 12+/Adult,,184
9215,Diocese of Evansville,D370,St Bernard Catholic School,Pre-Kindergarten,,120
9215,Diocese of Evansville,D370,St Bernard Catholic School,Kindergarten,14,120
9215,Diocese of Evansville,D370,St Bernard Catholic School,Grade 1,10,120
9215,Diocese of Evansville,D370,St Bernard Catholic School,Grade 2,16,120
9215,Diocese of Evansville,D370,St Bernard Catholic School,Grade 3,16,120
9215,Diocese of Evansville,D370,St Bernard Catholic School,Grade 4,20,120
9215,Diocese of Evansville,D370,St Bernard Catholic School,Grade 5,14,120
9215,Diocese of Evansville,D370,St Bernard Catholic School,Grade 6,8,120
9215,Diocese of Evansville,D370,St Bernard Catholic School,Grade 7,13,120
9215,Diocese of Evansville,D370,St Bernard Catholic School,Grade 8,9,120
9215,Diocese of Evansville,D370,St Bernard Catholic School,Grade 9,,120
9215,Diocese of Evansville,D370,St Bernard Catholic School,Grade 10,,120
9215,Diocese of Evansville,D370,St Bernard Catholic School,Grade 11,,120
9215,Diocese of Evansville,D370,St Bernard Catholic School,Grade 12,,120
9215,Diocese of Evansville,D370,St Bernard Catholic School,Grade 12+/Adult,,120
9215,Diocese of Evansville,D530,Mater Dei High School,Pre-Kindergarten,,529
9215,Diocese of Evansville,D530,Mater Dei High School,Kindergarten,,529
9215,Diocese of Evansville,D530,Mater Dei High School,Grade 1,,529
9215,Diocese of Evansville,D530,Mater Dei High School,Grade 2,,529
9215,Diocese of Evansville,D530,Mater Dei High School,Grade 3,,529
9215,Diocese of Evansville,D530,Mater Dei High School,Grade 4,,529
9215,Diocese of Evansville,D530,Mater Dei High School,Grade 5,,529
9215,Diocese of Evansville,D530,Mater Dei High School,Grade 6,,529
9215,Diocese of Evansville,D530,Mater Dei High School,Grade 7,,529
9215,Diocese of Evansville,D530,Mater Dei High School,Grade 8,,529
9215,Diocese of Evansville,D530,Mater Dei High School,Grade 9,112,529
9215,Diocese of Evansville,D530,Mater Dei High School,Grade 10,153,529
9215,Diocese of Evansville,D530,Mater Dei High School,Grade 11,144,529
9215,Diocese of Evansville,D530,Mater Dei High School,Grade 12,120,529
9215,Diocese of Evansville,D530,Mater Dei High School,Grade 12+/Adult,,529
9215,Diocese of Evansville,D535,Reitz Memorial High School,Pre-Kindergarten,,690
9215,Diocese of Evansville,D535,Reitz Memorial High School,Kindergarten,,690
9215,Diocese of Evansville,D535,Reitz Memorial High School,Grade 1,,690
9215,Diocese of Evansville,D535,Reitz Memorial High School,Grade 2,,690
9215,Diocese of Evansville,D535,Reitz Memorial High School,Grade 3,,690
9215,Diocese of Evansville,D535,Reitz Memorial High School,Grade 4,,690
9215,Diocese of Evansville,D535,Reitz Memorial High School,Grade 5,,690
9215,Diocese of Evansville,D535,Reitz Memorial High School,Grade 6,,690
9215,Diocese of Evansville,D535,Reitz Memorial High School,Grade 7,,690
9215,Diocese of Evansville,D535,Reitz Memorial High School,Grade 8,,690
9215,Diocese of Evansville,D535,Reitz Memorial High School,Grade 9,184,690
9215,Diocese of Evansville,D535,Reitz Memorial High School,Grade 10,159,690
9215,Diocese of Evansville,D535,Reitz Memorial High School,Grade 11,185,690
9215,Diocese of Evansville,D535,Reitz Memorial High School,Grade 12,162,690
9215,Diocese of Evansville,D535,Reitz Memorial High School,Grade 12+/Adult,,690
9215,Diocese of Evansville,D545,Annuc Cthlc Sch @ Christ the King,Pre-Kindergarten,24,154
9215,Diocese of Evansville,D545,Annuc Cthlc Sch @ Christ the King,Kindergarten,14,154
9215,Diocese of Evansville,D545,Annuc Cthlc Sch @ Christ the King,Grade 1,16,154
9215,Diocese of Evansville,D545,Annuc Cthlc Sch @ Christ the King,Grade 2,10,154
9215,Diocese of Evansville,D545,Annuc Cthlc Sch @ Christ the King,Grade 3,10,154
9215,Diocese of Evansville,D545,Annuc Cthlc Sch @ Christ the King,Grade 4,13,154
9215,Diocese of Evansville,D545,Annuc Cthlc Sch @ Christ the King,Grade 5,18,154
9215,Diocese of Evansville,D545,Annuc Cthlc Sch @ Christ the King,Grade 6,16,154
9215,Diocese of Evansville,D545,Annuc Cthlc Sch @ Christ the King,Grade 7,22,154
9215,Diocese of Evansville,D545,Annuc Cthlc Sch @ Christ the King,Grade 8,11,154
9215,Diocese of Evansville,D545,Annuc Cthlc Sch @ Christ the King,Grade 9,,154
9215,Diocese of Evansville,D545,Annuc Cthlc Sch @ Christ the King,Grade 10,,154
9215,Diocese of Evansville,D545,Annuc Cthlc Sch @ Christ the King,Grade 11,,154
9215,Diocese of Evansville,D545,Annuc Cthlc Sch @ Christ the King,Grade 12,,154
9215,Diocese of Evansville,D545,Annuc Cthlc Sch @ Christ the King,Grade 12+/Adult,,154
9215,Diocese of Evansville,D550,Corpus Christi School,Pre-Kindergarten,35,249
9215,Diocese of Evansville,D550,Corpus Christi School,Kindergarten,23,249
9215,Diocese of Evansville,D550,Corpus Christi School,Grade 1,32,249
9215,Diocese of Evansville,D550,Corpus Christi School,Grade 2,28,249
9215,Diocese of Evansville,D550,Corpus Christi School,Grade 3,15,249
9215,Diocese of Evansville,D550,Corpus Christi School,Grade 4,28,249
9215,Diocese of Evansville,D550,Corpus Christi School,Grade 5,25,249
9215,Diocese of Evansville,D550,Corpus Christi School,Grade 6,15,249
9215,Diocese of Evansville,D550,Corpus Christi School,Grade 7,26,249
9215,Diocese of Evansville,D550,Corpus Christi School,Grade 8,22,249
9215,Diocese of Evansville,D550,Corpus Christi School,Grade 9,,249
9215,Diocese of Evansville,D550,Corpus Christi School,Grade 10,,249
9215,Diocese of Evansville,D550,Corpus Christi School,Grade 11,,249
9215,Diocese of Evansville,D550,Corpus Christi School,Grade 12,,249
9215,Diocese of Evansville,D550,Corpus Christi School,Grade 12+/Adult,,249
9215,Diocese of Evansville,D555,Good Shepherd School,Pre-Kindergarten,,350
9215,Diocese of Evansville,D555,Good Shepherd School,Kindergarten,32,350
9215,Diocese of Evansville,D555,Good Shepherd School,Grade 1,44,350
9215,Diocese of Evansville,D555,Good Shepherd School,Grade 2,36,350
9215,Diocese of Evansville,D555,Good Shepherd School,Grade 3,47,350
9215,Diocese of Evansville,D555,Good Shepherd School,Grade 4,31,350
9215,Diocese of Evansville,D555,Good Shepherd School,Grade 5,40,350
9215,Diocese of Evansville,D555,Good Shepherd School,Grade 6,37,350
9215,Diocese of Evansville,D555,Good Shepherd School,Grade 7,38,350
9215,Diocese of Evansville,D555,Good Shepherd School,Grade 8,45,350
9215,Diocese of Evansville,D555,Good Shepherd School,Grade 9,,350
9215,Diocese of Evansville,D555,Good Shepherd School,Grade 10,,350
9215,Diocese of Evansville,D555,Good Shepherd School,Grade 11,,350
9215,Diocese of Evansville,D555,Good Shepherd School,Grade 12,,350
9215,Diocese of Evansville,D555,Good Shepherd School,Grade 12+/Adult,,350
9215,Diocese of Evansville,D560,Holy Redeemer School,Pre-Kindergarten,21,219
9215,Diocese of Evansville,D560,Holy Redeemer School,Kindergarten,18,219
9215,Diocese of Evansville,D560,Holy Redeemer School,Grade 1,23,219
9215,Diocese of Evansville,D560,Holy Redeemer School,Grade 2,19,219
9215,Diocese of Evansville,D560,Holy Redeemer School,Grade 3,24,219
9215,Diocese of Evansville,D560,Holy Redeemer School,Grade 4,22,219
9215,Diocese of Evansville,D560,Holy Redeemer School,Grade 5,21,219
9215,Diocese of Evansville,D560,Holy Redeemer School,Grade 6,28,219
9215,Diocese of Evansville,D560,Holy Redeemer School,Grade 7,21,219
9215,Diocese of Evansville,D560,Holy Redeemer School,Grade 8,22,219
9215,Diocese of Evansville,D560,Holy Redeemer School,Grade 9,,219
9215,Diocese of Evansville,D560,Holy Redeemer School,Grade 10,,219
9215,Diocese of Evansville,D560,Holy Redeemer School,Grade 11,,219
9215,Diocese of Evansville,D560,Holy Redeemer School,Grade 12,,219
9215,Diocese of Evansville,D560,Holy Redeemer School,Grade 12+/Adult,,219
9215,Diocese of Evansville,D565,Holy Rosary School,Pre-Kindergarten,,353
9215,Diocese of Evansville,D565,Holy Rosary School,Kindergarten,44,353
9215,Diocese of Evansville,D565,Holy Rosary School,Grade 1,41,353
9215,Diocese of Evansville,D565,Holy Rosary School,Grade 2,39,353
9215,Diocese of Evansville,D565,Holy Rosary School,Grade 3,45,353
9215,Diocese of Evansville,D565,Holy Rosary School,Grade 4,44,353
9215,Diocese of Evansville,D565,Holy Rosary School,Grade 5,38,353
9215,Diocese of Evansville,D565,Holy Rosary School,Grade 6,46,353
9215,Diocese of Evansville,D565,Holy Rosary School,Grade 7,29,353
9215,Diocese of Evansville,D565,Holy Rosary School,Grade 8,27,353
9215,Diocese of Evansville,D565,Holy Rosary School,Grade 9,,353
9215,Diocese of Evansville,D565,Holy Rosary School,Grade 10,,353
9215,Diocese of Evansville,D565,Holy Rosary School,Grade 11,,353
9215,Diocese of Evansville,D565,Holy Rosary School,Grade 12,,353
9215,Diocese of Evansville,D565,Holy Rosary School,Grade 12+/Adult,,353
9215,Diocese of Evansville,D570,Annunciation Cthlc at Holy Spirit,Pre-Kindergarten,21,174
9215,Diocese of Evansville,D570,Annunciation Cthlc at Holy Spirit,Kindergarten,13,174
9215,Diocese of Evansville,D570,Annunciation Cthlc at Holy Spirit,Grade 1,19,174
9215,Diocese of Evansville,D570,Annunciation Cthlc at Holy Spirit,Grade 2,14,174
9215,Diocese of Evansville,D570,Annunciation Cthlc at Holy Spirit,Grade 3,14,174
9215,Diocese of Evansville,D570,Annunciation Cthlc at Holy Spirit,Grade 4,24,174
9215,Diocese of Evansville,D570,Annunciation Cthlc at Holy Spirit,Grade 5,14,174
9215,Diocese of Evansville,D570,Annunciation Cthlc at Holy Spirit,Grade 6,20,174
9215,Diocese of Evansville,D570,Annunciation Cthlc at Holy Spirit,Grade 7,21,174
9215,Diocese of Evansville,D570,Annunciation Cthlc at Holy Spirit,Grade 8,14,174
9215,Diocese of Evansville,D570,Annunciation Cthlc at Holy Spirit,Grade 9,,174
9215,Diocese of Evansville,D570,Annunciation Cthlc at Holy Spirit,Grade 10,,174
9215,Diocese of Evansville,D570,Annunciation Cthlc at Holy Spirit,Grade 11,,174
9215,Diocese of Evansville,D570,Annunciation Cthlc at Holy Spirit,Grade 12,,174
9215,Diocese of Evansville,D570,Annunciation Cthlc at Holy Spirit,Grade 12+/Adult,,174
9215,Diocese of Evansville,D580,Westside Catholic School,Pre-Kindergarten,,170
9215,Diocese of Evansville,D580,Westside Catholic School,Kindergarten,21,170
9215,Diocese of Evansville,D580,Westside Catholic School,Grade 1,16,170
9215,Diocese of Evansville,D580,Westside Catholic School,Grade 2,20,170
9215,Diocese of Evansville,D580,Westside Catholic School,Grade 3,22,170
9215,Diocese of Evansville,D580,Westside Catholic School,Grade 4,22,170
9215,Diocese of Evansville,D580,Westside Catholic School,Grade 5,21,170
9215,Diocese of Evansville,D580,Westside Catholic School,Grade 6,15,170
9215,Diocese of Evansville,D580,Westside Catholic School,Grade 7,18,170
9215,Diocese of Evansville,D580,Westside Catholic School,Grade 8,15,170
9215,Diocese of Evansville,D580,Westside Catholic School,Grade 9,,170
9215,Diocese of Evansville,D580,Westside Catholic School,Grade 10,,170
9215,Diocese of Evansville,D580,Westside Catholic School,Grade 11,,170
9215,Diocese of Evansville,D580,Westside Catholic School,Grade 12,,170
9215,Diocese of Evansville,D580,Westside Catholic School,Grade 12+/Adult,,170
9215,Diocese of Evansville,D590,St Benedict Cathedral School,Pre-Kindergarten,50,390
9215,Diocese of Evansville,D590,St Benedict Cathedral School,Kindergarten,28,390
9215,Diocese of Evansville,D590,St Benedict Cathedral School,Grade 1,40,390
9215,Diocese of Evansville,D590,St Benedict Cathedral School,Grade 2,26,390
9215,Diocese of Evansville,D590,St Benedict Cathedral School,Grade 3,39,390
9215,Diocese of Evansville,D590,St Benedict Cathedral School,Grade 4,44,390
9215,Diocese of Evansville,D590,St Benedict Cathedral School,Grade 5,39,390
9215,Diocese of Evansville,D590,St Benedict Cathedral School,Grade 6,42,390
9215,Diocese of Evansville,D590,St Benedict Cathedral School,Grade 7,42,390
9215,Diocese of Evansville,D590,St Benedict Cathedral School,Grade 8,40,390
9215,Diocese of Evansville,D590,St Benedict Cathedral School,Grade 9,,390
9215,Diocese of Evansville,D590,St Benedict Cathedral School,Grade 10,,390
9215,Diocese of Evansville,D590,St Benedict Cathedral School,Grade 11,,390
9215,Diocese of Evansville,D590,St Benedict Cathedral School,Grade 12,,390
9215,Diocese of Evansville,D590,St Benedict Cathedral School,Grade 12+/Adult,,390
9215,Diocese of Evansville,D605,Saint Joseph School,Pre-Kindergarten,,188
9215,Diocese of Evansville,D605,Saint Joseph School,Kindergarten,24,188
9215,Diocese of Evansville,D605,Saint Joseph School,Grade 1,20,188
9215,Diocese of Evansville,D605,Saint Joseph School,Grade 2,20,188
9215,Diocese of Evansville,D605,Saint Joseph School,Grade 3,25,188
9215,Diocese of Evansville,D605,Saint Joseph School,Grade 4,18,188
9215,Diocese of Evansville,D605,Saint Joseph School,Grade 5,18,188
9215,Diocese of Evansville,D605,Saint Joseph School,Grade 6,22,188
9215,Diocese of Evansville,D605,Saint Joseph School,Grade 7,17,188
9215,Diocese of Evansville,D605,Saint Joseph School,Grade 8,24,188
9215,Diocese of Evansville,D605,Saint Joseph School,Grade 9,,188
9215,Diocese of Evansville,D605,Saint Joseph School,Grade 10,,188
9215,Diocese of Evansville,D605,Saint Joseph School,Grade 11,,188
9215,Diocese of Evansville,D605,Saint Joseph School,Grade 12,,188
9215,Diocese of Evansville,D605,Saint Joseph School,Grade 12+/Adult,,188
9215,Diocese of Evansville,D610,Resurrection School,Pre-Kindergarten,31,328
9215,Diocese of Evansville,D610,Resurrection School,Kindergarten,31,328
9215,Diocese of Evansville,D610,Resurrection School,Grade 1,32,328
9215,Diocese of Evansville,D610,Resurrection School,Grade 2,29,328
9215,Diocese of Evansville,D610,Resurrection School,Grade 3,33,328
9215,Diocese of Evansville,D610,Resurrection School,Grade 4,36,328
9215,Diocese of Evansville,D610,Resurrection School,Grade 5,25,328
9215,Diocese of Evansville,D610,Resurrection School,Grade 6,34,328
9215,Diocese of Evansville,D610,Resurrection School,Grade 7,45,328
9215,Diocese of Evansville,D610,Resurrection School,Grade 8,32,328
9215,Diocese of Evansville,D610,Resurrection School,Grade 9,,328
9215,Diocese of Evansville,D610,Resurrection School,Grade 10,,328
9215,Diocese of Evansville,D610,Resurrection School,Grade 11,,328
9215,Diocese of Evansville,D610,Resurrection School,Grade 12,,328
9215,Diocese of Evansville,D610,Resurrection School,Grade 12+/Adult,,328
9215,Diocese of Evansville,D815,Saint John The Baptist School,Pre-Kindergarten,19,339
9215,Diocese of Evansville,D815,Saint John The Baptist School,Kindergarten,31,339
9215,Diocese of Evansville,D815,Saint John The Baptist School,Grade 1,46,339
9215,Diocese of Evansville,D815,Saint John The Baptist School,Grade 2,39,339
9215,Diocese of Evansville,D815,Saint John The Baptist School,Grade 3,35,339
9215,Diocese of Evansville,D815,Saint John The Baptist School,Grade 4,43,339
9215,Diocese of Evansville,D815,Saint John The Baptist School,Grade 5,38,339
9215,Diocese of Evansville,D815,Saint John The Baptist School,Grade 6,25,339
9215,Diocese of Evansville,D815,Saint John The Baptist School,Grade 7,35,339
9215,Diocese of Evansville,D815,Saint John The Baptist School,Grade 8,28,339
9215,Diocese of Evansville,D815,Saint John The Baptist School,Grade 9,,339
9215,Diocese of Evansville,D815,Saint John The Baptist School,Grade 10,,339
9215,Diocese of Evansville,D815,Saint John The Baptist School,Grade 11,,339
9215,Diocese of Evansville,D815,Saint John The Baptist School,Grade 12,,339
9215,Diocese of Evansville,D815,Saint John The Baptist School,Grade 12+/Adult,,339
9220,Diocese of Fort Wayne - South Bend,A035,Saint Joseph School,Pre-Kindergarten,,297
9220,Diocese of Fort Wayne - South Bend,A035,Saint Joseph School,Kindergarten,32,297
9220,Diocese of Fort Wayne - South Bend,A035,Saint Joseph School,Grade 1,28,297
9220,Diocese of Fort Wayne - South Bend,A035,Saint Joseph School,Grade 2,27,297
9220,Diocese of Fort Wayne - South Bend,A035,Saint Joseph School,Grade 3,43,297
9220,Diocese of Fort Wayne - South Bend,A035,Saint Joseph School,Grade 4,36,297
9220,Diocese of Fort Wayne - South Bend,A035,Saint Joseph School,Grade 5,43,297
9220,Diocese of Fort Wayne - South Bend,A035,Saint Joseph School,Grade 6,27,297
9220,Diocese of Fort Wayne - South Bend,A035,Saint Joseph School,Grade 7,29,297
9220,Diocese of Fort Wayne - South Bend,A035,Saint Joseph School,Grade 8,32,297
9220,Diocese of Fort Wayne - South Bend,A035,Saint Joseph School,Grade 9,,297
9220,Diocese of Fort Wayne - South Bend,A035,Saint Joseph School,Grade 10,,297
9220,Diocese of Fort Wayne - South Bend,A035,Saint Joseph School,Grade 11,,297
